miRNA,transcript,start,type,log_kd,note,p3.score
hsa-miR-200c-3p,hsa_circ_0012896|chr1:66075896-66101111+|NM_001003679|LEPR,2581,7mer-m8,-3502,TDMD?,6
hsa-miR-200c-3p,hsa_circ_0015750|chr1:193181194-193223942+|NM_024529|CDC73,3431,7mer-a1,-3214,TDMD?,7
hsa-miR-200c-3p,hsa_circ_0018467|chr10:65061523-65140242-|NM_032776|JMJD1C,48037,7mer-m8,-3565,TDMD?,8
hsa-miR-200c-3p,hsa_circ_0019045|chr10:89102678-89114936+|NR_029408|LOC439994,2032,7mer-a1,-2905,TDMD,9
hsa-miR-200c-3p,hsa_circ_0019046|chr10:89104193-89114936+|None|None,517,7mer-a1,-2905,TDMD,9
hsa-miR-200c-3p,hsa_circ_0027578|chr12:72067982-72074428+|NM_031435|THAP2,2754,8mer,-4416,TDMD,11
hsa-miR-200c-3p,hsa_circ_0027689|chr12:88542064-88570096+|NM_181783|TMTC3,1155,7mer-a1,-1870,TDMD,6
hsa-miR-200c-3p,hsa_circ_0027690|chr12:88548064-88593664+|NM_181783|TMTC3,719,7mer-a1,-1870,TDMD,6
hsa-miR-200c-3p,hsa_circ_0027693|chr12:88553890-88570096+|NM_181783|TMTC3,619,7mer-a1,-1870,TDMD,6
hsa-miR-200c-3p,hsa_circ_0027694|chr12:88553890-88584399+|NM_181783|TMTC3,619,7mer-a1,-1870,TDMD,6
hsa-miR-200c-3p,hsa_circ_0027696|chr12:88560106-88570096+|NM_181783|TMTC3,330,7mer-a1,-1870,TDMD,6
hsa-miR-200c-3p,hsa_circ_0027697|chr12:88566373-88593664+|NM_181783|TMTC3,77,7mer-a1,-1870,TDMD,6
hsa-miR-200c-3p,hsa_circ_0042990|chr17:30335036-30362658+|NM_052888|LRRC37B,11229,7mer-m8,-3940,TDMD?,6
hsa-miR-200c-3p,hsa_circ_0044625|chr17:48821066-48830072+|NM_016424|LUC7L3,2885,7mer-a1,-3370,TDMD?,6
hsa-miR-200c-3p,hsa_circ_0044626|chr17:48823902-48830072+|NM_016424|LUC7L3,2334,7mer-a1,-3370,TDMD?,6
hsa-miR-200c-3p,hsa_circ_0046951|chr18:12328942-12356830-|NM_006796|AFG3L2,1175,7mer-a1,-2843,TDMD?,6
hsa-miR-200c-3p,hsa_circ_0046952|chr18:12328942-12360050-|NM_006796|AFG3L2,1574,7mer-a1,-2843,TDMD?,6
hsa-miR-200c-3p,hsa_circ_0046953|chr18:12328942-12377275-|NM_006796|AFG3L2,2395,7mer-a1,-2843,TDMD?,6
hsa-miR-200c-3p,hsa_circ_0055800|chr2:99695121-99757612-|NM_025244|TSGA10,1462,7mer-m8,-3035,TDMD,8
hsa-miR-200c-3p,hsa_circ_0058033|chr2:213914436-213945962-|NM_016260|IKZF2,19534,7mer-a1,-2822,TDMD,7
hsa-miR-200c-3p,hsa_circ_0069858|chr4:62066973-62542653+|NM_015236|LPHN3,244707,7mer-m8,-3400,TDMD,6
hsa-miR-200c-3p,hsa_circ_0069858|chr4:62066973-62542653+|NM_015236|LPHN3,8187,7mer-a1,-3234,TDMD?,6
hsa-miR-200c-3p,hsa_circ_0088596|chr9:128268222-128412740-|NM_001006618|MAPKAP1,9838,7mer-a1,-2985,TDMD?,8
hsa-miR-200c-3p,hsa_circ_0092623|chr10:111835375-111839055+|NM_016824|ADD3,1437,7mer-m8,-2859,TDMD?,7
hsa-miR-200c-3p,hsa_circ_0093559|chr10:32832227-32923292+|NM_145023|CCDC7,55125,7mer-a1,-1900,TDMD?,7
hsa-miR-200c-3p,hsa_circ_0093560|chr10:32832227-32924086+|NM_145023|CCDC7,55125,7mer-a1,-1900,TDMD?,7
hsa-miR-200c-3p,hsa_circ_0093562|chr10:32854485-32923292+|ENST00000572165.1|C10orf68,46344,7mer-a1,-1900,TDMD?,7
hsa-miR-200c-3p,hsa_circ_0093563|chr10:32854485-32924086+|ENST00000572165.1|C10orf68,46344,7mer-a1,-1900,TDMD?,7
hsa-miR-200c-3p,hsa_circ_0093672|chr10:46028557-46086022-|NM_001002266|MARCH8,43350,7mer-m8,-3224,TDMD?,8
hsa-miR-200c-3p,hsa_circ_0094936|chr11:10844650-10847291-|ENST00000525350.1|ZBED5,215,7mer-m8,-3631,TDMD,8
hsa-miR-200c-3p,hsa_circ_0098400|chr12:32145311-32160365+|NM_018169|C12orf35,6394,7mer-a1,-2980,TDMD?,7
hsa-miR-200c-3p,hsa_circ_0098792|chr12:5269472-5313197+|None|None,17083,7mer-a1,-2263,TDMD?,8
hsa-miR-200c-3p,hsa_circ_0099286|chr12:79652096-79693331+|NM_001135805|SYT1,6431,7mer-a1,-3443,TDMD,6
hsa-miR-200c-3p,hsa_circ_0099417|chr12:88542064-88566522+|NM_181783|TMTC3,1155,7mer-a1,-1870,TDMD,6
hsa-miR-200c-3p,hsa_circ_0099419|chr12:88547067-88570096+|NM_181783|TMTC3,938,7mer-a1,-1870,TDMD,6
hsa-miR-200c-3p,hsa_circ_0099420|chr12:88553890-88582723+|NM_181783|TMTC3,619,7mer-a1,-1870,TDMD,6
hsa-miR-200c-3p,hsa_circ_0100428|chr13:38624905-38647113-|TCONS_l2_00007127|TCONS_l2_00007127,19868,7mer-m8,-3979,TDMD?,7
hsa-miR-200c-3p,hsa_circ_0102084|chr14:51956058-52037128+|ENST00000557103.1|FRMD6,55592,7mer-m8,-3754,TDMD,7
hsa-miR-200c-3p,hsa_circ_0103787|chr15:50940883-50967763-|NM_017672|TRPM7,3605,7mer-a1,-3049,TDMD?,7
hsa-miR-200c-3p,hsa_circ_0104617|chr15:77657504-77681144-|ENST00000560626.2|PEAK1,11744,7mer-m8,-3831,TDMD,7
hsa-miR-200c-3p,hsa_circ_0107381|chr17:61105364-61176718+|NM_025185|TANC2,33763,7mer-m8,-3694,TDMD?,6
hsa-miR-200c-3p,hsa_circ_0111160|chr1:172097252-172177383+|ENST00000367733.2|DNM3,73220,7mer-a1,-2701,TDMD?,7
hsa-miR-200c-3p,hsa_circ_0111639|chr1:197396583-197481103+|ENST00000367397.1|CRB1,57891,7mer-m8,-3849,TDMD?,6
hsa-miR-200c-3p,hsa_circ_0111642|chr1:197449794-197481103+|NM_001195215|DENND1B,14152,7mer-m8,-3849,TDMD?,6
hsa-miR-200c-3p,hsa_circ_0114078|chr1:74715142-74770452+|ENST00000370895.1|FPGT-TNNI3K,21166,7mer-m8,-3409,TDMD?,8
hsa-miR-200c-3p,hsa_circ_0121478|chr3:113152411-113176204-|ENST00000295868.2|WDR52,1434,7mer-m8,-3794,TDMD,8
hsa-miR-200c-3p,hsa_circ_0123117|chr3:19262095-19295379+|ENST00000328405.2|KCNH8,8510,7mer-a1,-3122,TDMD?,6
hsa-miR-200c-3p,hsa_circ_0123330|chr3:2304029-2380917+|NM_001206955|CNTN4,31065,7mer-a1,-3151,TDMD?,6
hsa-miR-200c-3p,hsa_circ_0123820|chr3:43474102-43488892-|ENST00000292246.3|ANO10,6777,7mer-m8,-3328,TDMD?,8
hsa-miR-200c-3p,hsa_circ_0124560|chr3:71364110-71408395-|NM_001244808|FOXP1,43935,7mer-a1,-2019,TDMD,8
hsa-miR-200c-3p,hsa_circ_0124713|chr3:79629028-79639111-|NM_002941|ROBO1,174,7mer-m8,-3511,TDMD,6
hsa-miR-200c-3p,hsa_circ_0125345|chr4:134084271-134111329-|ENST00000264360.4|PCDH10,15736,7mer-a1,-3370,TDMD,7
hsa-miR-200c-3p,hsa_circ_0128519|chr5:167080632-167083518+|NM_001122679|ODZ2,1322,7mer-a1,-3362,TDMD?,7
hsa-miR-200c-3p,hsa_circ_0130424|chr6:115144146-115210701+|ENST00000516073.1|U6,24576,7mer-a1,-2940,TDMD?,7
hsa-miR-200c-3p,hsa_circ_0131502|chr6:22574347-22642718+|ENST00000427775.2|RP1-309H15.2,29943,7mer-m8,-3449,TDMD,6
hsa-miR-200c-3p,hsa_circ_0131503|chr6:22574351-22610873+|ENST00000427775.2|RP1-309H15.2,29939,7mer-m8,-3449,TDMD,6
hsa-miR-200c-3p,hsa_circ_0133585|chr7:140859325-140912504+|ENST00000565468.1|TMEM178B,42058,7mer-m8,-3807,TDMD,9
hsa-miR-200c-3p,hsa_circ_0133586|chr7:140859325-140946474+|ENST00000565468.1|TMEM178B,42058,7mer-m8,-3807,TDMD,9
hsa-miR-200c-3p,hsa_circ_0133587|chr7:140884469-140912504+|ENST00000565468.1|TMEM178B,16914,7mer-m8,-3807,TDMD,9
hsa-miR-200c-3p,hsa_circ_0134077|chr7:30267265-30363353+|ENST00000323037.4|ZNRF2,35015,7mer-a1,-3512,TDMD,7
hsa-miR-200c-3p,hsa_circ_0134228|chr7:3678635-3773762+|ENST00000404826.2|SDK1,55902,7mer-m8,-3641,TDMD,6
hsa-miR-200c-3p,hsa_circ_0134666|chr7:76416078-76461724+|ENST00000419923.2|UPK3B,44450,8mer,-4276,TDMD?,7
hsa-miR-200c-3p,hsa_circ_0135323|chr8:102928036-103003879-|NM_001040630|NCALD,21626,7mer-a1,-2818,TDMD,8
hsa-miR-200c-3p,hsa_circ_0136107|chr8:19363434-19459302+|ENST00000332246.6|CSGALNACT1,42168,7mer-a1,-3341,TDMD?,6
hsa-miR-200c-3p,hsa_circ_0137783|chr9:121915789-121930502-|ENST00000265922.3|DBC1,11864,7mer-m8,-3257,TDMD,6
hsa-miR-200c-3p,hsa_circ_0138536|chr9:25527945-25622101-|TCONS_00015935|TCONS_00015935,40407,7mer-m8,-3820,TDMD?,6
hsa-miR-200c-3p,hsa_circ_0139269|chr9:90121734-90220090+|ENST00000469640.2|DAPK1,80853,7mer-m8,-3860,TDMD,6
hsa-miR-200c-3p,hsa_circ_0140240|chrX:36177542-36269559+|NM_001098843|CXorf30,57735,8mer,-4602,TDMD,7
hsa-miR-200c-3p,hsa_circ_0140472|chrX:64271341-64333693+|TCONS_00017186|TCONS_00017186,38632,7mer-a1,-2980,TDMD?,7
hsa-miR-340-5p,hsa_circ_0000230|chr10:31661946-31750166+|NM_030751|ZEB1,53509,8mer,-4400,TDMD?,7
hsa-miR-340-5p,hsa_circ_0000249|chr10:76213950-76285184+|NM_006721|ADK,50744,7mer-m8,-3230,TDMD?,6
hsa-miR-340-5p,hsa_circ_0002525|chr4:106092971-106111662+|NM_001127208|TET2,1193,7mer-a1,-3443,TDMD,9
hsa-miR-340-5p,hsa_circ_0002728|chr2:109368449-110577273+|NM_006267|RANBP2,361083,7mer-a1,-3418,TDMD?,6
hsa-miR-340-5p,hsa_circ_0002819|chr14:50053455-50320458-|NM_004713|NEMF,144649,8mer,-4157,TDMD?,7
hsa-miR-340-5p,hsa_circ_0002978|chr1:144598511-146395516+|NM_001039703|NBPF10,1149331,7mer-a1,-2586,TDMD,6
hsa-miR-340-5p,hsa_circ_0003382|chr2:109288780-110674233+|NM_001193485|LIMS1,453819,7mer-a1,-3418,TDMD?,6
hsa-miR-340-5p,hsa_circ_0003420|chr16:14947882-16345820+|NM_004996|ABCC1,1130436,7mer-m8,-3439,TDMD,7
hsa-miR-340-5p,hsa_circ_0003427|chr16:14989970-16387509+|NM_004996|ABCC1,1088348,7mer-m8,-3439,TDMD,7
hsa-miR-340-5p,hsa_circ_0003581|chr2:109116209-110602680+|NM_006267|RANBP2,582690,7mer-a1,-3418,TDMD?,6
hsa-miR-340-5p,hsa_circ_0003603|chr7:72607064-74157788+|NM_003388|CLIP2,1427509,7mer-a1,-3443,TDMD,6
hsa-miR-340-5p,hsa_circ_0003616|chr14:50053455-50329374-|NM_004713|NEMF,153565,8mer,-4157,TDMD?,7
hsa-miR-340-5p,hsa_circ_0003689|chr14:50053482-50329358-|NM_004713|NEMF,153549,8mer,-4157,TDMD?,7
hsa-miR-340-5p,hsa_circ_0003890|chr21:16225594-16415895-|TCONS_l2_00017148|TCONS_l2_00017148,5082,7mer-a1,-3527,TDMD?,7
hsa-miR-340-5p,hsa_circ_0004126|chr10:31661946-31791437+|NM_001128128|ZEB1,53509,8mer,-4400,TDMD?,7
hsa-miR-340-5p,hsa_circ_0004545|chr5:69363272-70237216+|NR_033417|GTF2H2B,554093,7mer-a1,-3262,TDMD,6
hsa-miR-340-5p,hsa_circ_0004659|chr17:29103314-30315516+|NM_015355|SUZ12,605513,8mer,-4133,TDMD?,6
hsa-miR-340-5p,hsa_circ_0004784|chr1:144598511-146400302+|NM_001039703|NBPF10,1149331,7mer-a1,-2586,TDMD,6
hsa-miR-340-5p,hsa_circ_0005159|chr5:69361791-70238697+|NM_017411|SMN2,586193,7mer-a1,-3262,TDMD,6
hsa-miR-340-5p,hsa_circ_0005215|chr14:50053455-50329393-|NM_004713|NEMF,153584,8mer,-4157,TDMD?,7
hsa-miR-340-5p,hsa_circ_0005283|chr7:72605593-74157788+|NM_003388|CLIP2,1428980,7mer-a1,-3443,TDMD,6
hsa-miR-340-5p,hsa_circ_0005409|chr16:14947323-16346379+|NM_014287|NOMO1,1278684,7mer-m8,-3439,TDMD,7
hsa-miR-340-5p,hsa_circ_0005618|chr1:240313487-240351562+|NM_020066|FMN2,2184,7mer-a1,-2763,TDMD?,6
hsa-miR-340-5p,hsa_circ_0006066|chr14:50053482-50329417-|NM_004713|NEMF,153608,8mer,-4157,TDMD?,7
hsa-miR-340-5p,hsa_circ_0006643|chr1:144598511-146406601+|NM_001039703|NBPF10,1149331,7mer-a1,-2586,TDMD,6
hsa-miR-340-5p,hsa_circ_0006934|chr2:24733837-24807429+|NM_147223|NCOA1,4870,7mer-a1,-3285,TDMD?,6
hsa-miR-340-5p,hsa_circ_0006975|chr18:39017334-39081240-|NR_002838|KC6,4851,7mer-a1,-3280,TDMD?,6
hsa-miR-340-5p,hsa_circ_0007319|chr7:5097409-6771528+|TCONS_l2_00025633|TCONS_l2_00025633,1028149,7mer-a1,-3443,TDMD?,7
hsa-miR-340-5p,hsa_circ_0007724|chr2:109289484-110673529+|NM_006267|RANBP2,409415,7mer-a1,-3418,TDMD?,6
hsa-miR-340-5p,hsa_circ_0007965|chr16:14988854-16388625+|NM_014287|NOMO1,1275975,7mer-m8,-3439,TDMD,7
hsa-miR-340-5p,hsa_circ_0008088|chr14:50053482-50329403-|NM_004713|NEMF,153594,8mer,-4157,TDMD?,7
hsa-miR-340-5p,hsa_circ_0008167|chr7:72618643-74171152+|NM_003388|CLIP2,1415930,7mer-a1,-3443,TDMD,6
hsa-miR-340-5p,hsa_circ_0008203|chr10:31644072-31750166+|NM_001128128|ZEB1,71383,8mer,-4400,TDMD?,7
hsa-miR-340-5p,hsa_circ_0008347|chr19:21216989-21587931+|NR_027130|ZNF738,273477,7mer-a1,-2639,TDMD?,8
hsa-miR-340-5p,hsa_circ_0008364|chr2:109369453-110584015+|NM_006267|RANBP2,361082,7mer-a1,-3418,TDMD?,6
hsa-miR-340-5p,hsa_circ_0008733|chr1:144598511-146387227+|NM_001039703|NBPF10,1149331,7mer-a1,-2586,TDMD,6
hsa-miR-340-5p,hsa_circ_0008845|chr14:50053482-50320482-|NM_004713|NEMF,144673,8mer,-4157,TDMD?,7
hsa-miR-340-5p,hsa_circ_0009016|chr11:85195178-86757912+|NM_007173|PRSS23,661328,7mer-a1,-3418,TDMD,7
hsa-miR-340-5p,hsa_circ_0009078|chr2:109370018-110583453+|NM_006267|RANBP2,360783,7mer-a1,-3418,TDMD?,6
hsa-miR-340-5p,hsa_circ_0009080|chr14:50053482-50320468-|NM_004713|NEMF,144659,8mer,-4157,TDMD?,7
hsa-miR-340-5p,hsa_circ_0011819|chr1:39806173-39812882+|NM_012090|MACF1,1311,8mer,-4527,TDMD?,6
hsa-miR-340-5p,hsa_circ_0018082|chr10:31607423-31676195+|NM_001128128|ZEB1,4170,7mer-a1,-3371,TDMD,7
hsa-miR-340-5p,hsa_circ_0018083|chr10:31607841-31676195+|NM_001128128|ZEB1,3752,7mer-a1,-3371,TDMD,7
hsa-miR-340-5p,hsa_circ_0018084|chr10:31610063-31676195+|NM_001128128|ZEB1,1530,7mer-a1,-3371,TDMD,7
hsa-miR-340-5p,hsa_circ_0018087|chr10:31676052-31750166+|NM_001128128|ZEB1,39403,8mer,-4400,TDMD?,7
hsa-miR-340-5p,hsa_circ_0021578|chr11:32975402-33001814+|NM_001076786|QSER1,2352,8mer,-4215,TDMD?,6
hsa-miR-340-5p,hsa_circ_0021580|chr11:32976841-33001814+|NM_001076786|QSER1,2029,8mer,-4215,TDMD?,6
hsa-miR-340-5p,hsa_circ_0021581|chr11:32979414-33001814+|NM_001076786|QSER1,1778,8mer,-4215,TDMD?,6
hsa-miR-340-5p,hsa_circ_0024182|chr11:108006796-108007666+|NM_000019|ACAT1,624,8mer,-4465,TDMD?,7
hsa-miR-340-5p,hsa_circ_0024704|chr11:122647731-122685187+|NM_032873|UBASH3B,6065,7mer-a1,-3006,TDMD,6
hsa-miR-340-5p,hsa_circ_0024706|chr11:122667618-122685187+|NM_032873|UBASH3B,5046,7mer-a1,-3006,TDMD,6
hsa-miR-340-5p,hsa_circ_0025580|chr12:21028168-21229503+|NM_019844|SLCO1B3,56796,7mer-m8,-3439,TDMD?,8
hsa-miR-340-5p,hsa_circ_0029715|chr13:23902964-23932620-|NM_014363|SACS,8751,7mer-a1,-2331,TDMD,8
hsa-miR-340-5p,hsa_circ_0030298|chr13:51969435-51997226-|NM_012141|INTS6,12874,7mer-a1,-3069,TDMD,7
hsa-miR-340-5p,hsa_circ_0031772|chr14:50033026-50252038-|NM_004713|NEMF,140734,8mer,-4157,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033689|chr14:106331299-106612493-|NR_002224|ADAM6,209964,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033721|chr14:106331776-106531831-|NR_002224|ADAM6,129302,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033722|chr14:106331776-106990827-|NR_002224|ADAM6,588298,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033734|chr14:106331808-106435322-|NR_026800|KIAA0125,33491,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033735|chr14:106331808-106487095-|NR_002224|ADAM6,84566,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033736|chr14:106331808-106488281-|NR_002224|ADAM6,85752,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033737|chr14:106331808-106503843-|NR_002224|ADAM6,101314,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033738|chr14:106331808-106549143-|NR_002224|ADAM6,146614,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033739|chr14:106331808-106555390-|NR_002224|ADAM6,152861,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033740|chr14:106331808-106612454-|NR_002224|ADAM6,209925,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033741|chr14:106331808-106627205-|NR_002224|ADAM6,224676,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033742|chr14:106331808-106663857-|NR_002224|ADAM6,261328,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033743|chr14:106331808-106672514-|NR_002224|ADAM6,269985,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033744|chr14:106331808-106821343-|NR_002224|ADAM6,418814,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033745|chr14:106331808-106850358-|NR_002224|ADAM6,447829,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033746|chr14:106331808-106942037-|NR_002224|ADAM6,539508,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033747|chr14:106331808-107044087-|NR_002224|ADAM6,641558,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033748|chr14:106331808-107160706-|NR_002224|ADAM6,758177,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033750|chr14:106331833-106714674-|NR_002224|ADAM6,312145,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033761|chr14:106331852-106437220-|NR_002224|ADAM6,35389,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033762|chr14:106331852-106490160-|NR_002224|ADAM6,87631,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033763|chr14:106331852-106515573-|NR_002224|ADAM6,113044,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033764|chr14:106331852-106552151-|NR_002224|ADAM6,149622,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033765|chr14:106331852-106557142-|NR_002224|ADAM6,154613,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033766|chr14:106331852-106597724-|NR_002224|ADAM6,195195,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033767|chr14:106331852-106601707-|NR_002224|ADAM6,199178,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033768|chr14:106331852-106674356-|NR_002224|ADAM6,271827,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033769|chr14:106331852-106692424-|NR_002224|ADAM6,289895,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033819|chr14:106331860-106401954-|NR_026800|KIAA0125,123,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033820|chr14:106331860-106402267-|NR_026800|KIAA0125,436,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033821|chr14:106331860-106409030-|NR_026800|KIAA0125,7199,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033822|chr14:106331860-106410335-|NR_026800|KIAA0125,8504,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033823|chr14:106331860-106421209-|NR_026800|KIAA0125,19378,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033824|chr14:106331860-106426337-|NR_026800|KIAA0125,24506,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033825|chr14:106331860-106428249-|NR_026800|KIAA0125,26418,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033826|chr14:106331860-106428351-|NR_026800|KIAA0125,26520,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033827|chr14:106331860-106434514-|NR_026800|KIAA0125,32683,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033828|chr14:106331860-106444215-|NR_002224|ADAM6,41686,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033829|chr14:106331860-106445227-|NR_002224|ADAM6,42698,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033830|chr14:106331860-106445427-|NR_002224|ADAM6,42898,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033831|chr14:106331860-106478894-|NR_002224|ADAM6,76365,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033832|chr14:106331860-106481494-|NR_002224|ADAM6,78965,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033833|chr14:106331860-106488103-|NR_002224|ADAM6,85574,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033834|chr14:106331860-106500346-|NR_002224|ADAM6,97817,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033835|chr14:106331860-106507109-|NR_002224|ADAM6,104580,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033836|chr14:106331860-106514145-|NR_002224|ADAM6,111616,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033837|chr14:106331860-106515421-|NR_002224|ADAM6,112892,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033838|chr14:106331860-106520866-|NR_002224|ADAM6,118337,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033839|chr14:106331860-106592796-|NR_002224|ADAM6,190267,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033840|chr14:106331860-106603575-|NR_002224|ADAM6,201046,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033841|chr14:106331860-106612289-|NR_002224|ADAM6,209760,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033842|chr14:106331860-106612454-|NR_002224|ADAM6,209925,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033843|chr14:106331860-106620808-|NR_002224|ADAM6,218279,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033844|chr14:106331860-106625022-|NR_002224|ADAM6,222493,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033845|chr14:106331860-106627375-|NR_002224|ADAM6,224846,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033846|chr14:106331860-106631455-|NR_002224|ADAM6,228926,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033847|chr14:106331860-106647113-|NR_002224|ADAM6,244584,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033848|chr14:106331860-106656672-|NR_002224|ADAM6,254143,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033849|chr14:106331860-106658261-|NR_002224|ADAM6,255732,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033850|chr14:106331860-106673009-|NR_002224|ADAM6,270480,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033851|chr14:106331860-106677903-|NR_002224|ADAM6,275374,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033852|chr14:106331860-106679358-|NR_002224|ADAM6,276829,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033853|chr14:106331860-106683092-|NR_002224|ADAM6,280563,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033854|chr14:106331860-106687861-|NR_002224|ADAM6,285332,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033855|chr14:106331860-106693971-|NR_002224|ADAM6,291442,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033856|chr14:106331860-106705535-|NR_002224|ADAM6,303006,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033857|chr14:106331860-106711717-|NR_002224|ADAM6,309188,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033858|chr14:106331860-106720145-|NR_002224|ADAM6,317616,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033859|chr14:106331860-106740006-|NR_002224|ADAM6,337477,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033860|chr14:106331860-106745217-|NR_002224|ADAM6,342688,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033861|chr14:106331860-106765065-|NR_002224|ADAM6,362536,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033862|chr14:106331860-106773104-|NR_002224|ADAM6,370575,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033863|chr14:106331860-106774518-|NR_002224|ADAM6,371989,7mer-a1,-3428,TDMD?,7
hsa-miR-340-5p,hsa_circ_0033864|chr14:106331860-106791681-|NR_002224|ADAM6,389152,7mer-a1,-3428,TDMD?,7
