Chromosome;Start;End;Strand;Number of included exons;Exon sizes;Exon offsets (0 base);Junction reads;Gene symbol;Transcript id;Flanking introns
chr20;45021731;45023142;-;4;51,73,41,99;0,436,956,1312;1;ELMO2;NM_182764;chr20:45017859-45021731|chr20:45023142-45035186
chr20;45891031;45905539;-;2;141,482;0,14026;2;ZMYND8;NM_001281771;chr20:45878183-45891031|chr20:45905539-45910845
chr20;45891031;45919018;-;6;141,482,116,78,56,88;0,14026,19814,21283,24941,27899;1;ZMYND8;NM_001281771;chr20:45878183-45891031|chr20:45919018-45920539
chr20;45923409;45927691;-;2;114,219;0,4063;1;ZMYND8;NM_001281773;chr20:45920632-45923409|chr20:45927691-45938799
chr20;46252654;46262380;+;6;173,101,175,189,102,141;0,1470,3091,3650,4011,9585;4;NCOA3;NM_001174087;chr20:46251074-46252654|chr20:46262380-46262791
chr20;46267751;46271128;+;4;195,246,127,172;0,569,917,3205;1;NCOA3;NM_001174087;chr20:46266527-46267751|chr20:46271128-46275816
chr20;46270956;46280020;+;4;172,294,105,292;0,4860,6792,8772;1;NCOA3;NM_001174087;chr20:46268795-46270956|chr20:46280020-46281149
chr20;46365446;46386207;-;2;240,275;0,20486;2;SULF2;NM_018837;chr20:46331414-46365446|chr20:46386207-46414578
chr20;472897;478424;-;3;111,84,60;0,3465,5467;1;CSNK2A1;NM_001895;chr20:470525-472897|chr20:478424-479898
chr20;47570092;47580435;+;2;235,69;0,10274;3;ARFGEF2;NM_006420;chr20:47569421-47570092|chr20:47580435-47582408
chr20;47570092;47585814;+;4;235,69,152,131;0,10274,12316,15591;1;ARFGEF2;NM_006420;chr20:47569421-47570092|chr20:47585814-47587656
chr20;47604840;47607735;+;5;85,172,152,129,159;0,187,981,1252,2736;1;ARFGEF2;NM_006420;chr20:47602150-47604840|chr20:47607735-47610987
chr20;47641849;47648703;+;3;169,139,118;0,3217,6736;1;ARFGEF2;NM_006420;chr20:47639718-47641849|chr20:47648703-47649559
chr20;47682728;47683047;+;2;102,146;0,173;5;CSE1L;NM_001256135;chr20:47679881-47682728|chr20:47683047-47683726
chr20;47682728;47711500;+;20;102,146,91,108,93,130,66,203,85,62,137,104,98,151,209,98,86,82,147,232;0,173,998,2523,4013,6376,8593,9126,10788,12369,17834,19091,21817,23055,23346,24550,24745,25854,27948,28540;1;CSE1L;NM_001256135;chr20:47679881-47682728|chr20:47711500-47712885
chr20;47683726;47686834;+;3;91,108,93;0,1525,3015;1;CSE1L;NM_001256135;chr20:47683047-47683726|chr20:47686834-47689104
chr20;47683726;47689234;+;4;91,108,93,130;0,1525,3015,5378;1;CSE1L;NM_001256135;chr20:47683047-47683726|chr20:47689234-47691321
chr20;47691321;47706283;+;9;66,203,85,62,137,104,98,151,209;0,533,2195,3776,9241,10498,13224,14462,14753;2;CSE1L;NM_001256135;chr20:47689234-47691321|chr20:47706283-47707278
chr20;47691321;47707559;+;11;66,203,85,62,137,104,98,151,209,98,86;0,533,2195,3776,9241,10498,13224,14462,14753,15957,16152;2;CSE1L;NM_001256135;chr20:47689234-47691321|chr20:47707559-47708582
chr20;47704545;47707559;+;5;98,151,209,98,86;0,1238,1529,2733,2928;1;CSE1L;NM_001256135;chr20:47701923-47704545|chr20:47707559-47708582
chr20;47707278;47711500;+;5;98,86,82,147,232;0,195,1304,3398,3990;3;CSE1L;NM_001256135;chr20:47706283-47707278|chr20:47711500-47712885
chr20;47736518;47741124;-;3;147,144,213;0,3110,4393;1;STAU1;NM_004602;chr20:47734945-47736518|chr20:47741124-47752369
chr20;47752369;47782822;-;4;99,166,139,289;0,15749,18100,30164;5;STAU1;NM_017453;chr20:47741124-47752369|chr20:47782822-47790731
chr20;47849842;47853047;+;5;100,142,154,82,178;0,262,1629,2844,3027;1;DDX27;NM_017895;chr20:47846886-47849842|chr20:47853047-47855485
chr20;47881252;47882803;-;2;149,132;0,1419;2;ZNFX1;NM_021035;chr20:47880020-47881252|chr20:47882803-47886478
chr20;47886478;47888287;-;1;1809;0;1;ZNFX1;NM_021035;chr20:47882803-47886478|chr20:47888287-47892315
chr20;48256214;48257202;-;2;123,188;0,800;2;B4GALT5;NM_004776;chr20:48253979-48256214|chr20:48257202-48259004
chr20;4842593;4848521;-;3;138,130,106;0,830,5822;1;SLC23A2;NM_005116;chr20:4840030-4842593|chr20:4848521-4850551
chr20;4854581;4855342;-;2;157,121;0,640;1;SLC23A2;NM_005116;chr20:4850699-4854581|chr20:4855342-4864287
chr20;48561918;48565892;+;3;107,115,108;0,754,3866;1;RNF114;NM_018683;chr20:48558248-48561918|chr20:48565892-48568612
chr20;48744511;48746227;-;2;213,145;0,1571;3;TMEM189-UBE2V1;NM_199203;chr20:48713357-48744511|chr20:48746227-48747392
chr20;48744511;48747484;-;3;213,145,92;0,1571,2881;1;TMEM189-UBE2V1;NM_199203;chr20:48713357-48744511|chr20:48747484-48760038
chr20;49196239;49196463;+;1;224;0;1;PTPN1;NM_001278618;chr20:49195866-49196239|chr20:49196463-49197801
chr20;49518553;49521386;-;3;93,113,84;0,1872,2749;1;ADNP;NM_001282531;chr20:49511049-49518553|chr20:49521386-49545187
chr20;49557401;49558663;-;2;69,96;0,1166;1;DPM1;NM_003859;chr20:49552799-49557401|chr20:49558663-49562273
chr20;50048603;50052298;-;3;690,127,56;0,3121,3639;1;NFATC2;NM_001258296;chr20:50015267-50048603|chr20:50052298-50071084
chr20;50273476;50292747;-;5;213,113,143,161,77;0,13059,14177,17215,19194;1;ATP9A;NM_006045;chr20:50256043-50273476|chr20:50292747-50305602
chr20;50273476;50307358;-;7;213,113,143,161,77,76,81;0,13059,14177,17215,19194,32126,33801;4;ATP9A;NM_006045;chr20:50256043-50273476|chr20:50307358-50310546
chr20;50286535;50307358;-;6;113,143,161,77,76,81;0,1118,4156,6135,19067,20742;3;ATP9A;NM_006045;chr20:50273689-50286535|chr20:50307358-50310546
chr20;50290691;50292747;-;2;161,77;0,1979;7;ATP9A;NM_006045;chr20:50287796-50290691|chr20:50292747-50305602
chr20;50290691;50307358;-;4;161,77,76,81;0,1979,14911,16586;8;ATP9A;NM_006045;chr20:50287796-50290691|chr20:50307358-50310546
chr20;50292670;50307358;-;3;77,76,81;0,12932,14607;1;ATP9A;NM_006045;chr20:50290852-50292670|chr20:50307358-50310546
chr20;50329504;50346517;-;3;109,114,145;0,12853,16868;3;ATP9A;NM_006045;chr20:50314021-50329504|chr20:50346517-50384840
chr20;50405399;50408891;-;2;281,2331;0,1161;1;SALL4;NM_020436;chr20:50401223-50405399|chr20:50408891-50418817
chr20;5086833;5090091;-;2;123,114;0,3144;4;TMEM230;uc010gbi.3;chr20:5049995-5086833|chr20:5090091-5093606
chr20;5154168;5163789;+;6;137,97,98,140,59,83;0,1660,3125,5294,8864,9538;1;CDS2;uc002wlr.2;chr20:5109396-5154168|chr20:5163789-5165503
chr20;51870037;51873110;+;1;3073;0;5;TSHZ2;NM_173485;chr20:51589872-51870037|chr20:51873110-52103682
chr20;53205021;53205345;+;2;115,120;0,204;1;DOK5;NM_018431;chr20:53171579-53205021|chr20:53205345-53208154
chr20;54956488;54961589;-;4;139,192,55,277;0,1552,2837,4824;6;AURKA;NM_003600;chr20:54948612-54956488|chr20:54961589-54963211
chr20;5538590;5550885;-;8;161,136,137,66,62,40,78,93;0,739,1995,3520,7072,8788,9538,12202;1;GPCPD1;uc002wmd.4;chr20:5528496-5538590|chr20:5550885-5554560
chr20;56846418;56847931;-;2;143,107;0,1406;1;PPP4R1L;uc002xyy.1;chr20:56826920-56846418|chr20:56847931-56861369
chr20;57014000;57016139;+;2;81,177;0,1962;33;VAPB;NM_004738;chr20:57009761-57014000|chr20:57016139-57019132
chr20;57098224;57098862;+;2;113,93;0,545;1;APCDD1L-AS1;NR_034147;chr20:57096607-57098224|chr20:57098862-57122867
chr20;57242545;57246353;+;5;108,141,163,92,144;0,497,1801,3022,3664;2;STX16;NM_001001433;chr20:57234690-57242545|chr20:57246353-57248686
chr20;57242545;57248767;+;6;108,141,163,92,144,81;0,497,1801,3022,3664,6141;1;STX16;NM_001001433;chr20:57234690-57242545|chr20:57248767-57251242
chr20;58342240;58349545;+;3;210,175,248;0,6093,7057;2;PHACTR3;NM_001199505;chr20:58330419-58342240|chr20:58349545-58381095
chr20;58342240;58381249;+;4;210,175,248,154;0,6093,7057,38855;1;PHACTR3;NM_001199505;chr20:58330419-58342240|chr20:58381249-58411559
chr20;5939173;5966777;+;10;199,86,152,196,31,141,142,196,220,210;0,4746,8908,9302,13479,14528,19348,24442,26253,27394;1;MCM8;uc002wmi.3;chr20:5937875-5939173|chr20:5966777-5967927
chr20;5963615;5968004;+;4;196,220,210,77;0,1811,2952,4312;1;MCM8;uc002wmi.3;chr20:5958663-5963615|chr20:5968004-5974151
chr20;60572605;60589763;-;13;120,57,126,131,170,115,148,249,90,123,120,120,161;0,586,1433,2574,3002,5610,6181,8960,9997,11502,12496,15265,16997;2;TAF4;NM_003185;chr20:60551391-60572605|chr20:60589763-60639506
chr20;60699672;60706562;+;6;164,136,168,78,162,151;0,1687,5168,5602,5913,6739;1;LSM14B;NM_144703;chr20:60697849-60699672|chr20:60706562-60708345
chr20;60714130;60716000;-;3;123,125,127;0,706,1743;10;PSMA7;NM_002792;chr20:60713346-60714130|chr20:60716000-60718263
chr20;60861638;60864386;+;2;129,124;0,2624;1;OSBPL2;NM_014835;chr20:60859225-60861638|chr20:60864386-60866758
chr20;60888143;60888516;-;2;163,134;0,239;1;LAMA5;NM_005560;chr20:60888066-60888143|chr20:60888516-60888704
chr20;61488746;61491660;-;3;244,163,184;0,1969,2730;1;TCFL5;NM_006602;chr20:61485509-61488746|chr20:61491660-61492375
chr20;62069977;62076187;-;4;96,111,126,176;0,973,3781,6034;1;KCNQ2;NM_004518;chr20:62065256-62069977|chr20:62076187-62076590
chr20;62290585;62298906;+;7;272,199,94,82,61,76,85;0,2065,2617,3313,3596,6771,8236;1;RTEL1;uc011abc.2;chr20:62289819-62290585|chr20:62298906-62303908
chr20;62407030;62422143;-;2;285,970;0,14143;7;ZBTB46;NM_025224;chr20:62384214-62407030|chr20:62422143-62436688
chr20;7976672;7990962;-;4;46,129,46,116;0,3706,5470,14174;1;TMX4;NM_021156;chr20:7968036-7976672|chr20:7990962-8000084
chr20;9400453;9454012;+;13;103,165,205,89,151,50,66,116,76,176,102,58,87;0,1490,3941,15753,17195,24174,24371,33540,37607,39828,48764,52983,53472;1;PLCB4;NM_001172646;chr20:9391735-9400453|chr20:9454012-9459567
chr20;9538254;9547031;-;3;127,134,492;0,5283,8285;1;PAK7;NM_020341;chr20:9525141-9538254|chr20:9547031-9560791
chr21;16386664;16415895;-;2;123,80;0,29151;134;NRIP1;NM_003489;chr21:16340847-16386664|chr21:16415895-16437065
chr21;17135209;17138460;+;2;78,145;0,3106;18;USP25;NM_001283041;chr21:17102757-17135209|chr21:17138460-17150222
chr21;17135209;17177577;+;6;78,145,124,163,87,138;0,3106,15013,28611,36866,42230;2;USP25;NM_001283041;chr21:17102757-17135209|chr21:17177577-17181127
chr21;17196357;17214859;+;8;128,96,162,227,71,229,201,143;0,927,2165,2938,6492,7362,9309,18359;1;USP25;NM_001283041;chr21:17191165-17196357|chr21:17214859-17219981
chr21;17205666;17214859;+;2;201,143;0,9050;4;USP25;NM_001283041;chr21:17203948-17205666|chr21:17214859-17219981
chr21;17236586;17246845;+;4;179,79,80,124;0,1998,5800,10135;1;USP25;NM_001283041;chr21:17222191-17236586|chr21:17246845-17250114
chr21;27113883;27137098;+;8;103,145,85,246,195,54,141,193;0,3637,7463,10416,16437,20739,22637,23022;1;GABPA;NM_001197297;chr21:27107381-27113883|chr21:27137098-27141314
chr21;27269884;27284274;-;3;101,54,222;0,7451,14168;3;APP;uc011acg.2;chr21:27264180-27269884|chr21:27284274-27326903
chr21;27326903;27328069;-;2;100,129;0,1037;2;APP;uc011acg.2;chr21:27284274-27326903|chr21:27328069-27342706
chr21;27326903;27354790;-;5;100,129,159,75,134;0,1037,20479,21363,27753;4;APP;NM_001136016;chr21:27284274-27326903|chr21:27354790-27372329
chr21;27326903;27372497;-;6;100,129,159,75,134,168;0,1037,20479,21363,27753,45426;3;APP;NM_001136016;chr21:27284274-27326903|chr21:27372497-27394155
chr21;27347382;27354790;-;3;159,75,134;0,884,7274;2;APP;NM_001136016;chr21:27328069-27347382|chr21:27354790-27372329
chr21;27347382;27372497;-;4;159,75,134,168;0,884,7274,24947;2;APP;NM_001136016;chr21:27328069-27347382|chr21:27372497-27394155
chr21;27423315;27425664;-;2;194,113;0,2236;2;APP;NM_001136016;chr21:27394358-27423315|chr21:27425664-27462258
chr21;30318128;30329798;-;7;145,136,143,105,160,187,145;0,345,1657,6353,7410,10955,11525;1;LTN1;NM_015565;chr21:30316918-30318128|chr21:30329798-30330707
chr21;30358459;30359255;-;2;99,204;0,592;1;LTN1;NM_015565;chr21:30357243-30358459|chr21:30359255-30365084
chr21;30693541;30702014;+;3;294,1335,207;0,4838,8266;64;BACH1;NM_001186;chr21:30671274-30693541|chr21:30702014-30714719
chr21;30693541;30724134;+;4;294,1335,207,180;0,4838,8266,30413;1;BACH1;NR_027655;chr21:30677643-30693541|chr21:30724134-30724899
chr21;30698379;30702014;+;2;1335,207;0,3428;12;BACH1;NM_001186;chr21:30693835-30698379|chr21:30702014-30714719
chr21;30698379;30724134;+;3;1335,207,180;0,3428,25575;1;BACH1;NR_027655;chr21:30693835-30698379|chr21:30724134-30724899
chr21;32537278;32567621;-;4;104,225,87,82;0,17459,22038,30261;2;TIAM1;uc011adk.1;chr21:32526744-32537278|chr21:32567621-32575223
chr21;32554737;32575328;-;4;225,87,82,105;0,4579,12802,20486;2;TIAM1;uc011adk.1;chr21:32537382-32554737|chr21:32575328-32582360
chr21;32559316;32590015;-;6;87,82,105,171,75,147;0,8223,15907,23044,26397,30552;1;TIAM1;uc011adk.1;chr21:32554962-32559316|chr21:32590015-32595721
chr21;32567539;32575328;-;2;82,105;0,7684;2;TIAM1;uc011adk.1;chr21:32559403-32567539|chr21:32575328-32582360
chr21;32617803;32624505;-;2;173,448;0,6254;2;TIAM1;uc011adk.1;chr21:32598266-32617803|chr21:32624505-32638325
chr21;33073307;33078670;-;5;177,143,136,162,84;0,781,1249,2770,5279;5;SCAF4;NM_001145444;chr21:33069063-33073307|chr21:33078670-33103975
chr21;33296779;33297072;+;1;293;0;1;HUNK;NM_014586;chr21:33246248-33296779|chr21:33297072-33312476
chr21;34022493;34056429;-;13;163,79,216,118,157,159,193,141,85,192,166,153,82;0,3104,6503,6819,7532,14729,15759,16249,20104,23156,28461,31312,33854;1;SYNJ1;uc011ads.1;chr21:34018912-34022493|chr21:34056429-34058057
chr21;34053805;34056429;-;2;153,82;0,2542;1;SYNJ1;uc011ads.1;chr21:34051120-34053805|chr21:34056429-34058057
chr21;34066537;34067592;-;2;84,226;0,829;1;SYNJ1;uc011ads.1;chr21:34060677-34066537|chr21:34067592-34072147
chr21;34066537;34074357;-;4;84,226,268,87;0,829,5610,7733;1;SYNJ1;uc011ads.1;chr21:34060677-34066537|chr21:34074357-34099082
chr21;34120809;34127664;-;4;200,116,100,124;0,2418,2620,6731;3;PAXBP1;NM_016631;chr21:34118029-34120809|chr21:34127664-34131390
chr21;34614190;34621159;+;5;92,42,124,173,146;0,1787,3065,4832,6823;1;IFNAR2;NM_207584;chr21:34602521-34614190|chr21:34621159-34624966
chr21;34614190;34625135;+;6;92,42,124,173,146,169;0,1787,3065,4832,6823,10776;1;IFNAR2;NM_207584;chr21:34602521-34614190|chr21:34625135-34632901
chr21;34713304;34715982;+;3;176,155,142;0,2269,2536;2;IFNAR1;uc011adv.2;chr21:34707953-34713304|chr21:34715982-34717551
chr21;34717551;34721849;+;3;115,200,155;0,3845,4143;2;IFNAR1;uc011adv.2;chr21:34715982-34717551|chr21:34721849-34725063
chr21;34787194;34787327;+;1;133;0;1;IFNGR2;NM_005534;chr21:34775922-34787194|chr21:34787327-34793786
chr21;34793786;34793992;+;1;206;0;1;IFNGR2;NM_005534;chr21:34787327-34793786|chr21:34793992-34799190
chr21;34793786;34805178;+;4;206,149,160,158;0,5404,10697,11234;2;IFNGR2;NM_005534;chr21:34787327-34793786|chr21:34805178-34809134
chr21;34804483;34805178;+;2;160,158;0,537;13;IFNGR2;NM_005534;chr21:34799339-34804483|chr21:34805178-34809134
chr21;34900472;34911629;-;9;169,86,88,126,69,112,175,96,153;0,352,683,2592,3322,4178,6412,7058,11004;1;GART;NM_001136005;chr21:34897307-34900472|chr21:34911629-34914892
chr21;34906884;34907626;-;2;175,96;0,646;1;GART;NM_000819;chr21:34904762-34906884|chr21:34907626-34911476
chr21;34931535;34941393;+;4;147,189,111,117;0,357,7927,9741;1;SON;NM_138927;chr21:34929622-34931535|chr21:34941393-34945613
chr21;34953607;34958487;-;5;199,105,82,179,204;0,649,863,3288,4676;2;DONSON;uc002ysj.4;chr21:34951868-34953607|chr21:34958487-34959827
chr21;34971455;34975843;-;3;99,112,134;0,3084,4254;1;CRYZL1;NM_145858;chr21:34969707-34971455|chr21:34975843-34985843
chr21;35091101;35094956;+;3;60,93,64;0,2381,3791;9;ITSN1;NM_001001132;chr21:35015019-35091101|chr21:35094956-35107348
chr21;35091101;35107509;+;4;60,93,64,161;0,2381,3791,16247;2;ITSN1;NM_001001132;chr21:35015019-35091101|chr21:35107509-35122447
chr21;35122447;35134290;+;4;180,97,101,64;0,1667,5154,11779;2;ITSN1;NM_001001132;chr21:35107509-35122447|chr21:35134290-35138178
chr21;35154297;35166772;+;2;140,128;0,12347;1;ITSN1;NM_001001132;chr21:35153852-35154297|chr21:35166772-35169682
chr21;35172111;35199167;+;8;122,15,248,160,206,83,167,46;0,2622,11167,14105,18459,19433,23679,27010;1;ITSN1;NM_001001132;chr21:35169912-35172111|chr21:35199167-35201927
chr21;35190570;35208936;+;7;206,83,167,46,122,118,192;0,974,5220,8551,11357,16040,18174;1;ITSN1;NM_001001132;chr21:35186376-35190570|chr21:35208936-35209290
chr21;35279644;35281515;-;2;113,130;0,1741;1;DONSON;uc002ysn.1;chr21:34958487-35279644|chr21:35281515-35284592
chr21;35757775;35772197;+;2;167,189;0,14233;1;SMIM11;uc002ytw.2;chr21:35751815-35757775|chr21:35772197-35774388
chr21;37617345;37620866;+;3;1630,112,189;0,2469,3332;1;DOPEY2;NM_005128;chr21:37612253-37617345|chr21:37620866-37623459
chr21;37619814;37620866;+;2;112,189;0,863;17;DOPEY2;NM_005128;chr21:37618975-37619814|chr21:37620866-37623459
chr21;37619814;37626207;+;4;112,189,123,138;0,863,3645,6255;1;DOPEY2;NM_005128;chr21:37618975-37619814|chr21:37626207-37632974
chr21;37635843;37636112;+;2;105,67;0,202;2;DOPEY2;NM_005128;chr21:37633030-37635843|chr21:37636112-37642310
chr21;37705943;37711219;+;4;73,133,215,148;0,3228,4086,5128;1;MORC3;NM_015358;chr21:37692601-37705943|chr21:37711219-37713696
chr21;37705943;37744829;+;15;73,133,215,148,148,129,120,98,105,123,75,46,167,889,158;0,3228,4086,5128,7753,10933,11266,15665,22974,26309,26538,28537,30447,35342,38728;1;MORC3;NM_015358;chr21:37692601-37705943|chr21:37744829-37747440
chr21;37734480;37736557;+;2;46,167;0,1910;4;MORC3;NM_015358;chr21:37732556-37734480|chr21:37736557-37741285
chr21;37734480;37742174;+;3;46,167,889;0,1910,6805;1;MORC3;NM_015358;chr21:37732556-37734480|chr21:37742174-37744671
chr21;37741285;37744829;+;2;889,158;0,3386;1;MORC3;NM_015358;chr21:37736557-37741285|chr21:37744829-37747440
chr21;37775055;37783902;+;4;94,70,92,142;0,6003,6616,8705;5;CHAF1B;NM_005441;chr21:37771903-37775055|chr21:37783902-37785181
chr21;38269159;38334470;-;6;272,183,944,163,955,135;0,33391,39589,41972,50473,65176;1;HLCS;NM_001242784;chr21:38139586-38269159|chr21:38334470-38338743
chr21;38439561;38441924;-;2;119,73;0,2290;1;PIGP;NM_153681;chr21:38438012-38439561|chr21:38441924-38444733
chr21;38459546;38461186;+;4;155,43,151,88;0,586,949,1552;2;TTC3;NM_001001894;chr21:38445664-38459546|chr21:38461186-38462532
chr21;38459546;38480746;+;10;155,43,151,88,54,121,86,95,63,55;0,586,949,1552,2986,4046,6758,8103,9334,21145;3;TTC3;NM_001001894;chr21:38445664-38459546|chr21:38480746-38494116
chr21;38459546;38505066;+;16;155,43,151,88,54,121,86,95,63,55,163,46,124,64,61,85;0,586,949,1552,2986,4046,6758,8103,9334,21145,34570,35736,37372,38833,41756,45435;1;TTC3;NM_001001894;chr21:38445664-38459546|chr21:38505066-38507679
chr21;38459546;38520947;+;22;155,43,151,88,54,121,86,95,63,55,163,46,124,64,61,85,135,81,113,121,123,102;0,586,949,1552,2986,4046,6758,8103,9334,21145,34570,35736,37372,38833,41756,45435,48133,51387,53314,57278,60234,61299;1;TTC3;NM_001001894;chr21:38445664-38459546|chr21:38520947-38522377
chr21;38480691;38498443;+;5;55,163,46,124,64;0,13425,14591,16227,17688;4;TTC3;uc011aed.1;chr21:38445664-38480691|chr21:38498443-38501302
chr21;38480691;38501363;+;6;55,163,46,124,64,61;0,13425,14591,16227,17688,20611;9;TTC3;uc011aed.1;chr21:38445664-38480691|chr21:38501363-38504981
chr21;38480691;38505066;+;7;55,163,46,124,64,61,85;0,13425,14591,16227,17688,20611,24290;6;TTC3;uc011aed.1;chr21:38445664-38480691|chr21:38505066-38507679
chr21;38480691;38507814;+;8;55,163,46,124,64,61,85,135;0,13425,14591,16227,17688,20611,24290,26988;2;TTC3;uc011aed.1;chr21:38445664-38480691|chr21:38507814-38510933
chr21;38480691;38520947;+;13;55,163,46,124,64,61,85,135,81,113,121,123,102;0,13425,14591,16227,17688,20611,24290,26988,30242,32169,36133,39089,40154;2;TTC3;uc011aed.1;chr21:38445664-38480691|chr21:38520947-38522377
chr21;38480691;38525577;+;17;55,163,46,124,64,61,85,135,81,113,121,123,102,93,65,137,327;0,13425,14591,16227,17688,20611,24290,26988,30242,32169,36133,39089,40154,41686,42428,43501,44559;2;TTC3;NM_001001894;chr21:38468943-38480691|chr21:38525577-38528956
chr21;38496918;38505066;+;4;124,64,61,85;0,1461,4384,8063;2;TTC3;uc011aed.1;chr21:38495328-38496918|chr21:38505066-38507679
chr21;38516824;38520947;+;3;121,123,102;0,2956,4021;1;TTC3;uc011aed.1;chr21:38512973-38516824|chr21:38520947-38522377
chr21;38559349;38568337;+;5;97,101,91,102,362;0,1446,4285,5063,8626;2;TTC3;NM_001001894;chr21:38558075-38559349|chr21:38568337-38569870
chr21;38610760;38612940;-;2;150,144;0,2036;1;DSCR3;NM_006052;chr21:38605743-38610760|chr21:38612940-38639538
chr21;38792600;38794168;+;2;86,93;0,1475;75;DYRK1A;uc031rvi.1;None|chr21:38794168-38844985
chr21;38792600;38845182;+;2;86,197;0,52385;12;DYRK1A;NM_101395;chr21:38782972-38792600|chr21:38845182-38850482
chr21;38792600;38853128;+;4;86,197,120,189;0,52385,57882,60339;2;DYRK1A;NM_101395;chr21:38782972-38792600|chr21:38853128-38858768
chr21;38792600;38868560;+;8;86,197,120,189,148,287,147,141;0,52385,57882,60339,66168,69876,72718,75819;2;DYRK1A;NM_101395;chr21:38782972-38792600|chr21:38868560-38877585
chr21;38844985;38868560;+;7;197,120,189,148,287,147,141;0,5497,7954,13783,17491,20333,23434;1;DYRK1A;NM_101395;chr21:38792686-38844985|chr21:38868560-38877585
chr21;40572144;40610499;-;17;168,221,167,153,144,42,73,126,132,62,112,83,125,108,126,190,95;0,2106,5889,9776,10567,12447,13262,15018,18310,24189,24867,28281,29093,31958,32154,36376,38260;1;BRWD1;uc010goc.1;chr21:40571588-40572144|chr21:40610499-40619626
chr21;40578033;40584633;-;4;167,153,144,42;0,3887,4678,6558;15;BRWD1;uc010goc.1;chr21:40574471-40578033|chr21:40584633-40585406
chr21;40578033;40601362;-;11;167,153,144,42,73,126,132,62,112,83,125;0,3887,4678,6558,7373,9129,12421,18300,18978,22392,23204;11;BRWD1;uc010goc.1;chr21:40574471-40578033|chr21:40601362-40604102
chr21;40582711;40590586;-;5;144,42,73,126,132;0,1880,2695,4451,7743;1;BRWD1;uc010goc.1;chr21:40582073-40582711|chr21:40590586-40596333
chr21;40585406;40590586;-;3;73,126,132;0,1756,5048;2;BRWD1;uc010goc.1;chr21:40584633-40585406|chr21:40590586-40596333
chr21;40585406;40597123;-;5;73,126,132,62,112;0,1756,5048,10927,11605;1;BRWD1;uc010goc.1;chr21:40584633-40585406|chr21:40597123-40600425
chr21;40587162;40646398;-;20;126,121,156,62,112,83,125,108,126,190,95,132,94,184,186,226,129,135,151,99;0,2915,3268,9171,9849,13263,14075,16940,17136,21358,23242,32464,35559,40408,43250,49223,49654,54662,55046,59137;1;BRWD1;NM_018963;chr21:40585479-40587162|chr21:40646398-40648098
chr21;40596333;40601362;-;4;62,112,83,125;0,678,4092,4904;2;BRWD1;uc010goc.1;chr21:40590586-40596333|chr21:40601362-40604102
chr21;40600425;40601362;-;2;83,125;0,812;14;BRWD1;uc010goc.1;chr21:40597123-40600425|chr21:40601362-40604102
chr21;40600425;40604424;-;4;83,125,108,126;0,812,3677,3873;1;BRWD1;uc010goc.1;chr21:40597123-40600425|chr21:40604424-40608520
chr21;40604102;40604424;-;2;108,126;0,196;4;BRWD1;uc010goc.1;chr21:40601362-40604102|chr21:40604424-40608520
chr21;40604102;40622815;-;6;108,126,190,95,132,94;0,196,4418,6302,15524,18619;1;BRWD1;uc010goc.1;chr21:40601362-40604102|chr21:40622815-40627570
chr21;40619626;40630598;-;4;132,94,184,186;0,3095,7944,10786;2;BRWD1;uc010goc.1;chr21:40610499-40619626|chr21:40630598-40636385
chr21;40619626;40670508;-;17;132,94,184,186,226,129,135,151,99,41,101,71,101,222,161,99,151;0,3095,7944,10786,16759,17190,22198,22582,26673,28472,29550,31042,32447,46110,48042,48564,50731;1;BRWD1;NM_018963;chr21:40610499-40619626|chr21:40670508-40684766
chr21;40630412;40646398;-;6;186,226,129,135,151,99;0,5973,6404,11412,11796,15887;3;BRWD1;NM_018963;chr21:40627754-40630412|chr21:40646398-40648098
chr21;40636385;40652174;-;9;226,129,135,151,99,41,101,71,101;0,431,5439,5823,9914,11713,12791,14283,15688;1;BRWD1;NM_018963;chr21:40630598-40636385|chr21:40652174-40665736
chr21;40641824;40642359;-;2;135,151;0,384;3;BRWD1;NM_018963;chr21:40636945-40641824|chr21:40642359-40646299
chr21;40641824;40646398;-;3;135,151,99;0,384,4475;1;BRWD1;NM_018963;chr21:40636945-40641824|chr21:40646398-40648098
chr21;40648098;40650739;-;3;41,101,71;0,1078,2570;3;BRWD1;NM_018963;chr21:40646398-40648098|chr21:40650739-40652073
chr21;40649176;40670508;-;7;101,71,101,222,161,99,151;0,1492,2897,16560,18492,19014,21181;1;BRWD1;NM_018963;chr21:40648139-40649176|chr21:40670508-40684766
chr21;40665736;40670508;-;4;222,161,99,151;0,1932,2454,4621;1;BRWD1;NM_018963;chr21:40652174-40665736|chr21:40670508-40684766
chr21;40762623;40765206;+;3;166,68,115;0,1071,2468;1;WRB;NM_004627;chr21:40752412-40762623|chr21:40765206-40768791
chr21;42609439;42629253;+;6;217,129,135,102,150,169;0,4306,5863,8449,13239,19645;1;BACE2;uc002yyw.3;chr21:42598281-42609439|chr21:42629253-42647297
chr21;44424435;44448984;+;9;107,128,172,171,100,98,129,77,173;0,3165,5727,8742,12582,13807,16977,20545,24376;4;PKNOX1;NM_004571;chr21:44394774-44424435|chr21:44448984-44449999
chr21;45050202;45064273;-;3;133,150,104;0,2950,13967;1;HSF2BP;uc011aey.2;chr21:45033828-45050202|chr21:45064273-45077941
