Chromosome,Start,End,Strand,H9_JReads,FB_JReads,geneName,H9_RPKM,FB_RPKM,log2FoldChange_mRNA,log2FoldChange_circ,Total_Sites_Per_circ,Effective_sites,quartile
chr2,42946127,42950175,+,1,6,MTA3,79.28,18.93,-2.066282551482783,2.584962500721156,2,7,+ sites
chr2,44126357,44209573,-,1,2,LRPPRC,84.12,33.87,-1.3124408632376225,1,53,79.5,+++ sites
chr2,44139570,44153100,-,1,4,LRPPRC,84.12,33.87,-1.3124408632376225,2,10,25,++ sites
chr2,44190726,44200853,-,1,3,LRPPRC,84.12,33.87,-1.3124408632376225,1.584962500721156,1,2,- sites
chr2,44428324,44436466,+,1,5,PPM1B,58,17.94,-1.6928730099830354,2.321928094887362,28,84,+++ sites
chr2,44428324,44445676,+,2,3,PPM1B,58,17.94,-1.6928730099830354,0.5849625007211562,30,75,+++ sites
chr2,44436348,44445676,+,5,6,PPM1B,58,17.94,-1.6928730099830354,0.2630344058337938,12,66,+++ sites
chr2,47690169,47708010,+,1,2,MSH2,126.14,49.62,-1.346032197978712,1,13,19.5,++ sites
chr2,48030558,48032846,+,1,2,MSH6,109.33,57.5,-0.9270554676771364,1,10,15,++ sites
chr2,48035467,48061850,-,1,2,FBXO11,21.96,48.53,1.1439988057589991,1,5,7.5,+ sites
chr2,48049356,48050499,-,1,9,FBXO11,21.96,48.53,1.1439988057589991,3.169925001442312,2,10,+ sites
chr2,48049356,48062010,-,1,3,FBXO11,21.96,48.53,1.1439988057589991,1.584962500721156,4,8,+ sites
chr2,48059487,48062010,-,1,2,FBXO11,21.96,48.53,1.1439988057589991,1,2,3,- sites
chr2,48060102,48061850,-,1,3,FBXO11,21.96,48.53,1.1439988057589991,1.584962500721156,1,2,- sites
chr2,48065997,48066908,-,1,6,FBXO11,21.96,48.53,1.1439988057589991,2.584962500721156,1,3.5,- sites
chr2,48555699,48586286,+,1,2,FOXN2,6.49,6.7,0.045942617345996396,1,6,9,+ sites
chr2,48555699,48600499,+,1,2,FOXN2,6.49,6.7,0.045942617345996396,1,13,19.5,++ sites
chr2,48573339,48573890,+,1,3,FOXN2,6.49,6.7,0.045942617345996396,1.584962500721156,6,12,++ sites
chr2,48573339,48589846,+,2,3,FOXN2,6.49,6.7,0.045942617345996396,0.5849625007211562,6,15,++ sites
chr2,48701821,48718309,+,1,4,PPP1R21,0,0,0,2,4,10,+ sites
chr2,48725631,48738607,+,1,3,PPP1R21,0,0,0,1.584962500721156,4,8,+ sites
chr2,53921020,53956707,-,1,2,ASB3,9.89,11.64,0.23504863214917304,1,10,15,++ sites
chr2,53921020,53978078,-,2,2,ASB3,9.89,11.64,0.23504863214917304,0,10,20,++ sites
chr2,53921020,53992722,-,1,3,ASB3,9.89,11.64,0.23504863214917304,1.584962500721156,10,20,++ sites
chr2,53927407,53978078,-,1,2,ASB3,9.89,11.64,0.23504863214917304,1,10,15,++ sites
chr2,53927407,53992722,-,1,2,ASB3,9.89,11.64,0.23504863214917304,1,10,15,++ sites
chr2,53941520,53943880,-,1,2,ASB3,9.89,11.64,0.23504863214917304,1,5,7.5,+ sites
chr2,54093221,54176420,-,1,2,PSME4,51.03,17.33,-1.5580739872243718,1,69,103.5,+++ sites
chr2,54101475,54112912,-,1,2,PSME4,51.03,17.33,-1.5580739872243718,1,14,21,++ sites
chr2,54101475,54155440,-,1,2,PSME4,51.03,17.33,-1.5580739872243718,1,48,72,+++ sites
chr2,54122143,54128696,-,1,3,PSME4,51.03,17.33,-1.5580739872243718,1.584962500721156,1,2,- sites
chr2,54175557,54176420,-,2,3,PSME4,51.03,17.33,-1.5580739872243718,0.5849625007211562,2,5,+ sites
chr2,55209650,55214834,-,22,46,RTN4,76.49,120.42,0.6547319695305016,1.0641303374197155,15,510,+++ sites
chr2,55209650,55255356,-,1,2,RTN4,76.49,120.42,0.6547319695305016,1,25,37.5,+++ sites
chr2,55252221,55254621,-,1,5,RTN4,76.49,120.42,0.6547319695305016,2.321928094887362,9,27,+++ sites
chr2,55252221,55255356,-,17,190,RTN4,76.49,120.42,0.6547319695305016,3.4823927670806083,10,1035,+++ sites
chr2,55476530,55495875,-,1,2,MTIF2,28.15,8.74,-1.6874297374669933,1,6,9,+ sites
chr2,55559701,55563954,-,1,2,CCDC88A,30.19,51.51,0.7707817832096652,1,1,1.5,- sites
chr2,55570783,55591169,-,1,3,CCDC88A,30.19,51.51,0.7707817832096652,1.584962500721156,1,2,- sites
chr2,55570783,55616022,-,1,2,CCDC88A,30.19,51.51,0.7707817832096652,1,1,1.5,- sites
chr2,55785910,55816092,-,1,2,SMEK2,22.78,34.31,0.5908613788495428,1,11,16.5,++ sites
chr2,55785910,55842642,-,1,2,SMEK2,22.78,34.31,0.5908613788495428,1,13,19.5,++ sites
chr2,55791448,55800913,-,1,2,SMEK2,22.78,34.31,0.5908613788495428,1,3,4.5,- sites
chr2,55825551,55831212,-,1,4,SMEK2,22.78,34.31,0.5908613788495428,2,2,5,+ sites
chr2,55882034,55889161,-,1,2,PNPT1,21.55,9.4,-1.1969552074114609,1,3,4.5,- sites
chr2,58425713,58459247,-,1,3,FANCL,48.69,32,-0.605553595494403,1.584962500721156,9,18,++ sites
chr2,58425728,58459247,-,5,16,FANCL,48.69,32,-0.605553595494403,1.6780719051126378,9,94.5,+++ sites
chr2,58449076,58457009,-,1,2,FANCL,48.69,32,-0.605553595494403,1,9,13.5,++ sites
chr2,58449076,58459247,-,9,29,FANCL,48.69,32,-0.605553595494403,1.6880559936852597,9,171,+++ sites
chr2,61258553,61259248,+,4,12,PEX13,6.15,8.02,0.383015826228318,1.584962500721156,30,240,+++ sites
chr2,61315293,61315603,+,1,2,KIAA1841,3.36,9.58,1.51156442295742,1,3,4.5,- sites
chr2,61430274,61441829,-,1,3,USP34,28.31,29.15,0.042184134182111595,1.584962500721156,34,68,+++ sites
chr2,61433151,61441829,-,1,2,USP34,28.31,29.15,0.042184134182111595,1,24,36,+++ sites
chr2,61447444,61450431,-,1,6,USP34,28.31,29.15,0.042184134182111595,2.584962500721156,2,7,+ sites
chr2,61450194,61508377,-,1,2,USP34,28.31,29.15,0.042184134182111595,1,18,27,+++ sites
chr2,61454201,61505420,-,1,2,USP34,28.31,29.15,0.042184134182111595,1,16,24,++ sites
chr2,61484338,61647968,-,1,2,USP34,28.31,29.15,0.042184134182111595,1,52,78,+++ sites
chr2,61505299,61508377,-,1,4,USP34,28.31,29.15,0.042184134182111595,2,1,2.5,- sites
chr2,61505299,61520685,-,1,2,USP34,28.31,29.15,0.042184134182111595,1,1,1.5,- sites
chr2,61512009,61522425,-,1,7,USP34,28.31,29.15,0.042184134182111595,2.807354922057604,1,4,- sites
chr2,61520598,61522425,-,1,2,USP34,28.31,29.15,0.042184134182111595,1,1,1.5,- sites
chr2,61538674,61577828,-,1,4,USP34,28.31,29.15,0.042184134182111595,2,16,40,+++ sites
chr2,61552509,61561106,-,1,4,USP34,28.31,29.15,0.042184134182111595,2,2,5,+ sites
chr2,61552509,61577828,-,1,3,USP34,28.31,29.15,0.042184134182111595,1.584962500721156,5,10,+ sites
chr2,61552509,61622368,-,1,2,USP34,28.31,29.15,0.042184134182111595,1,18,27,+++ sites
chr2,61566485,61577828,-,1,3,USP34,28.31,29.15,0.042184134182111595,1.584962500721156,3,6,+ sites
chr2,61570949,61577828,-,1,5,USP34,28.31,29.15,0.042184134182111595,2.321928094887362,3,9,+ sites
chr2,61597455,61597714,-,3,2,USP34,28.31,29.15,0.042184134182111595,-0.5849625007211563,1,2.5,- sites
chr2,61597455,61622368,-,1,5,USP34,28.31,29.15,0.042184134182111595,2.321928094887362,13,39,+++ sites
chr2,61621987,61633263,-,1,2,USP34,28.31,29.15,0.042184134182111595,1,18,27,+++ sites
chr2,61708319,61717911,-,1,2,XPO1,225.55,142.67,-0.6607652827177188,1,9,13.5,++ sites
chr2,61708319,61761038,-,1,2,XPO1,225.55,142.67,-0.6607652827177188,1,48,72,+++ sites
chr2,61709514,61717911,-,5,10,XPO1,225.55,142.67,-0.6607652827177188,1,9,67.5,+++ sites
chr2,61709514,61726048,-,1,2,XPO1,225.55,142.67,-0.6607652827177188,1,30,45,+++ sites
chr2,61709514,61761038,-,1,4,XPO1,225.55,142.67,-0.6607652827177188,2,48,120,+++ sites
chr2,61710091,61717911,-,4,8,XPO1,225.55,142.67,-0.6607652827177188,1,9,54,+++ sites
chr2,61710091,61720188,-,4,7,XPO1,225.55,142.67,-0.6607652827177188,0.8073549220576041,14,77,+++ sites
chr2,61712902,61717911,-,9,9,XPO1,225.55,142.67,-0.6607652827177188,0,8,72,+++ sites
chr2,61712902,61720188,-,1,2,XPO1,225.55,142.67,-0.6607652827177188,1,13,19.5,++ sites
chr2,61712902,61753656,-,1,2,XPO1,225.55,142.67,-0.6607652827177188,1,46,69,+++ sites
chr2,61712902,61761038,-,1,2,XPO1,225.55,142.67,-0.6607652827177188,1,47,70.5,+++ sites
chr2,61715299,61717911,-,2,2,XPO1,225.55,142.67,-0.6607652827177188,0,3,6,+ sites
chr2,61715299,61761038,-,1,2,XPO1,225.55,142.67,-0.6607652827177188,1,42,63,+++ sites
chr2,61717776,61720188,-,1,2,XPO1,225.55,142.67,-0.6607652827177188,1,5,7.5,+ sites
chr2,61717776,61761038,-,2,3,XPO1,225.55,142.67,-0.6607652827177188,0.5849625007211562,39,97.5,+++ sites
chr2,61719169,61722748,-,3,7,XPO1,225.55,142.67,-0.6607652827177188,1.222392421336448,10,50,+++ sites
chr2,61719169,61724142,-,1,4,XPO1,225.55,142.67,-0.6607652827177188,2,16,40,+++ sites
chr2,61721028,61722748,-,2,8,XPO1,225.55,142.67,-0.6607652827177188,2,5,25,++ sites
chr2,61721028,61724142,-,1,2,XPO1,225.55,142.67,-0.6607652827177188,1,11,16.5,++ sites
chr2,61721028,61729445,-,1,2,XPO1,225.55,142.67,-0.6607652827177188,1,16,24,++ sites
chr2,61722589,61753656,-,1,2,XPO1,225.55,142.67,-0.6607652827177188,1,32,48,+++ sites
chr2,61725807,61761038,-,2,3,XPO1,225.55,142.67,-0.6607652827177188,0.5849625007211562,23,57.5,+++ sites
chr2,61726847,61753656,-,1,2,XPO1,225.55,142.67,-0.6607652827177188,1,17,25.5,+++ sites
chr2,61729383,61761038,-,1,2,XPO1,225.55,142.67,-0.6607652827177188,1,18,27,+++ sites
chr2,61749745,61753656,-,10,75,XPO1,225.55,142.67,-0.6607652827177188,2.9068905956085187,17,722.5,+++ sites
chr2,61749745,61761038,-,24,61,XPO1,225.55,142.67,-0.6607652827177188,1.34577483684173,18,765,+++ sites
chr2,62099216,62110683,-,2,5,CCT4,240.67,92.88,-1.3736164408625695,1.3219280948873624,16,56,+++ sites
chr2,62100136,62107529,-,1,2,CCT4,240.67,92.88,-1.3736164408625695,1,10,15,++ sites
chr2,62100136,62110683,-,3,5,CCT4,240.67,92.88,-1.3736164408625695,0.7369655941662062,12,48,+++ sites
chr2,62100136,62112207,-,1,2,CCT4,240.67,92.88,-1.3736164408625695,1,13,19.5,++ sites
chr2,62103229,62110683,-,1,5,CCT4,240.67,92.88,-1.3736164408625695,2.321928094887362,12,36,+++ sites
chr2,62227835,62228117,+,1,3,COMMD1,18.5,12.1,-0.6125182232417177,1.584962500721156,1,2,- sites
chr2,63058153,63182795,+,1,2,EHBP1,15.1,19.76,0.38803439737223655,1,10,15,++ sites
chr2,63170936,63176297,+,1,4,EHBP1,15.1,19.76,0.38803439737223655,2,3,7.5,+ sites
chr2,63711737,63798760,-,2,3,WDPCP,3.91,2.29,-0.7718210092104084,0.5849625007211562,15,37.5,+++ sites
chr2,64083439,64085070,+,25,14,UGP2,379.64,36.39,-3.3830180507174794,-0.8365012677171204,3,58.5,+++ sites
chr2,64139478,64148469,-,1,2,VPS54,11.85,15.13,0.3525249284311157,1,9,13.5,++ sites
chr2,64778576,64780543,+,1,4,AFTPH,7.5,11.72,0.6440100690390046,2,48,120,+++ sites
chr2,64778576,64800202,+,1,2,AFTPH,7.5,11.72,0.6440100690390046,1,76,114,+++ sites
chr2,65316072,65318212,-,1,2,RAB1A,60.63,63.08,0.057150837689618636,1,3,4.5,- sites
chr2,65318116,65331940,-,1,4,RAB1A,60.63,63.08,0.057150837689618636,2,4,10,+ sites
chr2,65473657,65492309,+,1,2,ACTR2,104.03,100.38,-0.051527779175504364,1,17,25.5,+++ sites
chr2,68717321,68740812,+,1,4,APLF,2.07,1.14,-0.8605969433345836,2,3,7.5,+ sites
chr2,68717321,68753374,+,1,8,APLF,2.07,1.14,-0.8605969433345836,3,3,13.5,++ sites
chr2,68717321,68765359,+,2,4,APLF,2.07,1.14,-0.8605969433345836,1,3,9,+ sites
chr2,68717321,68772444,+,4,30,APLF,2.07,1.14,-0.8605969433345836,2.9068905956085187,3,51,+++ sites
chr2,68729862,68753374,+,1,2,APLF,2.07,1.14,-0.8605969433345836,1,3,4.5,- sites
chr2,69297778,69304620,+,2,4,ANTXR1,10.18,18.44,0.8571010943536428,1,10,30,+++ sites
chr2,69565029,69573131,-,1,4,GFPT1,32.41,20.64,-0.6509960498945861,2,3,7.5,+ sites
chr2,69575302,69577315,-,1,2,GFPT1,32.41,20.64,-0.6509960498945861,1,2,3,- sites
chr2,69581620,69590802,-,1,4,GFPT1,32.41,20.64,-0.6509960498945861,2,7,17.5,++ sites
chr2,69590676,69601245,-,1,2,GFPT1,32.41,20.64,-0.6509960498945861,1,2,3,- sites
chr2,69757139,69759294,-,1,3,AAK1,1.93,6.67,1.7890859139165047,1.584962500721156,1,2,- sites
chr2,69757139,69771676,-,1,2,AAK1,1.93,6.67,1.7890859139165047,1,2,3,- sites
chr2,70215873,70312756,-,1,2,PCBP1-AS1,0,0,0,1,1,1.5,- sites
chr2,70223817,70312756,-,1,2,PCBP1-AS1,0,0,0,1,1,1.5,- sites
chr2,70259264,70312756,-,1,2,PCBP1-AS1,0,0,0,1,1,1.5,- sites
chr2,70278334,70312756,-,1,2,PCBP1-AS1,0,0,0,1,1,1.5,- sites
chr2,70441480,70463307,-,1,2,TIA1,34.96,93.01,1.411680651541534,1,9,13.5,++ sites
chr2,70443339,70457986,-,1,2,TIA1,34.96,93.01,1.411680651541534,1,7,10.5,+ sites
chr2,70451685,70457986,-,1,10,TIA1,34.96,93.01,1.411680651541534,3.321928094887362,3,16.5,++ sites
chr2,70451685,70463307,-,1,3,TIA1,34.96,93.01,1.411680651541534,1.584962500721156,3,6,+ sites
chr2,72692288,72727101,-,1,2,EXOC6B,13.79,11.75,-0.23096170006161823,1,6,9,+ sites
chr2,72719446,72727101,-,1,2,EXOC6B,13.79,11.75,-0.23096170006161823,1,3,4.5,- sites
chr2,72786581,72960247,-,1,2,EXOC6B,13.79,11.75,-0.23096170006161823,1,1,1.5,- sites
chr2,72945231,72958181,-,1,2,EXOC6B,13.79,11.75,-0.23096170006161823,1,1,1.5,- sites
chr2,72945231,72960247,-,25,110,EXOC6B,13.79,11.75,-0.23096170006161823,2.137503523749935,1,67.5,+++ sites
chr2,73651557,73830431,+,1,2,ALMS1,11.68,10.62,-0.13725650807586373,1,31,46.5,+++ sites
chr2,73659325,73682422,+,1,15,ALMS1,11.68,10.62,-0.13725650807586373,3.9068905956085187,17,136,+++ sites
chr2,73659325,73718625,+,1,6,ALMS1,11.68,10.62,-0.13725650807586373,2.584962500721156,19,66.5,+++ sites
chr2,73675089,73682422,+,1,3,ALMS1,11.68,10.62,-0.13725650807586373,1.584962500721156,17,34,+++ sites
chr2,73761950,73800551,+,1,6,ALMS1,11.68,10.62,-0.13725650807586373,2.584962500721156,5,17.5,++ sites
chr2,73784346,73830431,+,1,2,ALMS1,11.68,10.62,-0.13725650807586373,1,7,10.5,+ sites
chr2,73799388,73800551,+,1,2,ALMS1,11.68,10.62,-0.13725650807586373,1,5,7.5,+ sites
chr2,74273404,74275538,+,1,2,TET3,3.23,10.38,1.684200373663956,1,36,54,+++ sites
chr2,74307624,74317174,+,1,2,TET3,3.23,10.38,1.684200373663956,1,2,3,- sites
chr2,74386217,74386381,-,1,2,MOB1A,0,0,0,1,34,51,+++ sites
chr2,74392344,74399879,-,1,5,MOB1A,0,0,0,2.321928094887362,5,15,++ sites
chr2,74394140,74399879,-,2,3,MOB1A,0,0,0,0.5849625007211562,5,12.5,++ sites
chr2,74717370,74717866,+,1,2,TTC31,6.19,3.95,-0.6480867561497994,1,2,3,- sites
chr2,85255011,85276771,+,1,2,KCMF1,17.54,7.83,-1.1635645351536923,1,11,16.5,++ sites
chr2,85262138,85276771,+,1,2,KCMF1,17.54,7.83,-1.1635645351536923,1,11,16.5,++ sites
chr2,85270686,85273401,+,3,2,KCMF1,17.54,7.83,-1.1635645351536923,-0.5849625007211563,11,27.5,+++ sites
chr2,85270686,85276771,+,1,6,KCMF1,17.54,7.83,-1.1635645351536923,2.584962500721156,11,38.5,+++ sites
chr2,85768205,85769095,+,1,2,MAT2A,177.53,152.11,-0.2229478381059216,1,12,18,++ sites
chr2,85857843,85872206,+,1,2,USP39,42.52,25.98,-0.7107401660832237,1,1,1.5,- sites
chr2,86088303,86090608,-,1,4,ST3GAL5,1.15,10.75,3.2246308935324475,2,4,10,+ sites
chr2,86292396,86310291,-,1,3,POLR1A,7.35,5.22,-0.4936944431538423,1.584962500721156,8,16,++ sites
chr2,86348601,86355114,+,1,2,PTCD3,32,15.11,-1.0825682446098956,1,2,3,- sites
chr2,86378419,86386794,-,1,2,IMMT,59.04,36.72,-0.6851266626465881,1,7,10.5,+ sites
chr2,86378419,86398435,-,1,2,IMMT,59.04,36.72,-0.6851266626465881,1,14,21,++ sites
chr2,86683927,86711281,+,1,2,KDM3A,8.82,31.04,1.8152779966296069,1,5,7.5,+ sites
chr2,86691175,86697531,+,1,2,KDM3A,8.82,31.04,1.8152779966296069,1,1,1.5,- sites
chr2,86997145,86998835,+,1,2,RMND5A,25.04,17.64,-0.5053840013750978,1,6,9,+ sites
chr2,96860695,96861287,-,1,3,STARD7,81.36,50.31,-0.6934744895719975,1.584962500721156,2,4,- sites
chr2,97017568,97017758,+,1,2,NCAPH,13.75,8.76,-0.650428843698211,1,4,6,+ sites
chr2,99786012,99787892,-,3,10,MITD1,30.48,15.67,-0.9598577230207417,1.7369655941662063,1,6.5,+ sites
chr2,99802639,99812219,+,3,2,C2orf15,26.09,17.29,-0.5935590751751704,-0.5849625007211563,4,10,+ sites
chr2,100022371,100038115,-,1,2,REV1,14.81,15.23,0.040344301198444524,1,3,4.5,- sites
chr2,100029192,100052403,-,1,7,REV1,14.81,15.23,0.040344301198444524,2.807354922057604,7,28,+++ sites
chr2,100040613,100052403,-,1,2,REV1,14.81,15.23,0.040344301198444524,1,6,9,+ sites
chr2,100046301,100052403,-,3,4,REV1,14.81,15.23,0.040344301198444524,0.41503749927884376,6,21,++ sites
chr2,100050793,100081447,-,1,2,REV1,14.81,15.23,0.040344301198444524,1,32,48,+++ sites
chr2,100055062,100081447,-,1,2,REV1,14.81,15.23,0.040344301198444524,1,26,39,+++ sites
chr2,100065797,100081447,-,1,5,REV1,14.81,15.23,0.040344301198444524,2.321928094887362,7,21,++ sites
chr2,100078957,100081447,-,11,33,REV1,14.81,15.23,0.040344301198444524,1.584962500721156,7,154,+++ sites
chr2,100368682,100625394,-,1,2,AFF3,0.25,3.85,3.944858445807539,1,5,7.5,+ sites
chr2,100623093,100625394,-,1,2,AFF3,0.25,3.85,3.944858445807539,1,5,7.5,+ sites
chr2,100623093,100628033,-,1,4,AFF3,0.25,3.85,3.944858445807539,2,5,12.5,++ sites
chr2,101874252,101879153,+,1,3,C2orf29,0,0,0,1.584962500721156,8,16,++ sites
chr2,101879000,101885598,+,1,2,C2orf29,0,0,0,1,13,19.5,++ sites
chr2,101898320,101911643,-,3,5,RNF149,6.02,7.05,0.2278597705264538,0.7369655941662062,10,40,+++ sites
chr2,102440389,102441891,+,1,2,MAP4K4,43.3,62.63,0.5324868539906833,1,2,3,- sites
chr2,102503549,102505397,+,1,3,MAP4K4,43.3,62.63,0.5324868539906833,1.584962500721156,8,16,++ sites
chr2,109067483,109092306,+,1,2,RANBP2,17.09,7.92,-1.1095800615965297,1,54,81,+++ sites
chr2,109067483,109092306,+,1,2,TCONS_00004374,17.09,7.92,-1.1095800615965297,1,3,4.5,- sites
chr2,109288780,109289485,+,1,2,LIMS1,12.64,7.97,-0.6653448341866314,1,4,6,+ sites
chr2,109356944,109368450,+,1,2,EDAR,34,20.25,-0.7476128383657147,1,1,1.5,- sites
chr2,109356944,109368450,+,1,2,LIMS1,34,20.25,-0.7476128383657147,1,23,34.5,+++ sites
chr2,109405307,109411177,+,1,3,SH3RF3,15.38,11.24,-0.4524134677409004,1.584962500721156,6,12,++ sites
chr2,109405307,109432561,+,3,5,LIMS1,15.38,11.24,-0.4524134677409004,0.7369655941662062,1,4,- sites
chr2,109405307,109432561,+,3,5,RANBP2,15.38,11.24,-0.4524134677409004,0.7369655941662062,3,12,++ sites
chr2,109405307,109432561,+,3,5,SH3RF3,15.38,11.24,-0.4524134677409004,0.7369655941662062,21,84,+++ sites
chr2,109408130,109421464,+,1,3,RANBP2,15.38,11.24,-0.4524134677409004,1.584962500721156,1,2,- sites
chr2,109408130,109421464,+,1,3,SH3RF3,15.38,11.24,-0.4524134677409004,1.584962500721156,8,16,++ sites
chr2,109408130,109429383,+,1,2,RANBP2,15.38,11.24,-0.4524134677409004,1,1,1.5,- sites
chr2,109408130,109429383,+,1,2,SH3RF3,15.38,11.24,-0.4524134677409004,1,14,21,++ sites
chr2,109408130,109432561,+,1,3,LIMS1,15.38,11.24,-0.4524134677409004,1.584962500721156,1,2,- sites
chr2,109408130,109432561,+,1,3,RANBP2,15.38,11.24,-0.4524134677409004,1.584962500721156,3,6,+ sites
chr2,109408130,109432561,+,1,3,SH3RF3,15.38,11.24,-0.4524134677409004,1.584962500721156,17,34,+++ sites
chr2,109408130,109473426,+,1,4,EDAR,15.38,11.24,-0.4524134677409004,2,1,2.5,- sites
chr2,109408130,109473426,+,1,4,LIMS1,15.38,11.24,-0.4524134677409004,2,8,20,++ sites
chr2,109408130,109473426,+,1,4,RANBP2,15.38,11.24,-0.4524134677409004,2,9,22.5,++ sites
chr2,109408130,109473426,+,1,4,SH3RF3,15.38,11.24,-0.4524134677409004,2,88,220,+++ sites
chr2,109455640,109463386,+,2,3,SH3RF3,15.38,11.24,-0.4524134677409004,0.5849625007211562,1,2.5,- sites
chr2,109455640,109473426,+,1,6,LIMS1,15.38,11.24,-0.4524134677409004,2.584962500721156,1,3.5,- sites
chr2,109455640,109473426,+,1,6,RANBP2,15.38,11.24,-0.4524134677409004,2.584962500721156,5,17.5,++ sites
chr2,109455640,109473426,+,1,6,SH3RF3,15.38,11.24,-0.4524134677409004,2.584962500721156,43,150.5,+++ sites
chr2,109455640,109490045,+,1,2,LIMS1,15.38,11.24,-0.4524134677409004,1,11,16.5,++ sites
chr2,109455640,109490045,+,1,2,RANBP2,15.38,11.24,-0.4524134677409004,1,6,9,+ sites
chr2,109455640,109490045,+,1,2,SH3RF3,15.38,11.24,-0.4524134677409004,1,74,111,+++ sites
chr2,110310663,110325553,-,1,2,EDAR,0,0,0,1,27,40.5,+++ sites
chr2,110321942,110343415,-,1,2,EDAR,0,0,0,1,34,51,+++ sites
chr2,110321942,110350696,-,4,4,EDAR,0,0,0,0,34,136,+++ sites
chr2,110321942,110350696,-,4,4,LIMS1,0,0,0,0,1,4,- sites
chr2,110325391,110332344,-,1,2,EDAR,0,0,0,1,16,24,++ sites
chr2,110332157,110350696,-,2,2,EDAR,0,0,0,0,9,18,++ sites
chr2,110332157,110350696,-,2,2,LIMS1,0,0,0,0,1,2,- sites
chr2,110342702,110343415,-,1,2,EDAR,0,0,0,1,4,6,+ sites
chr2,110342702,110350696,-,2,2,EDAR,0,0,0,0,4,8,+ sites
chr2,110342702,110350696,-,2,2,LIMS1,0,0,0,0,1,2,- sites
chr2,111212427,111213132,-,1,2,LIMS3-LOC440895,0.77,0.48,-0.6818240399737452,1,3,4.5,- sites
chr2,111423839,111427130,-,1,2,RGPD6,70.93,27.1,-1.3881030960135745,1,8,12,++ sites
chr2,111423839,111431942,-,1,3,RGPD6,70.93,27.1,-1.3881030960135745,1.584962500721156,20,40,+++ sites
chr2,112582542,112636548,-,1,2,RGPD6,34.06,9.51,-1.8405611888179791,1,98,147,+++ sites
chr2,112592180,112596089,-,1,2,RGPD6,34.06,9.51,-1.8405611888179791,1,13,19.5,++ sites
chr2,112604714,112605442,-,1,2,RGPD6,34.06,9.51,-1.8405611888179791,1,1,1.5,- sites
chr2,113243493,113251952,+,1,2,TTL,17.71,17.63,-0.006531737431732704,1,1,1.5,- sites
chr2,113258782,113260758,+,1,6,TTL,17.71,17.63,-0.006531737431732704,2.584962500721156,12,42,+++ sites
chr2,113260488,113260758,+,1,2,TTL,17.71,17.63,-0.006531737431732704,1,8,12,++ sites
chr2,114486977,114493435,-,1,2,SLC35F5,10.43,15.54,0.5752473458879442,1,18,27,+++ sites
chr2,114674460,114709422,+,1,2,ACTR3,85.37,81.56,-0.06586740391712831,1,15,22.5,++ sites
chr2,114688877,114699936,+,1,2,ACTR3,85.37,81.56,-0.06586740391712831,1,9,13.5,++ sites
chr2,120684173,120725548,+,1,2,PTPN4,13.48,7.27,-0.8907932272622643,1,2,3,- sites
chr2,120709548,120725548,+,1,2,PTPN4,13.48,7.27,-0.8907932272622643,1,2,3,- sites
chr2,122154715,122168545,-,1,3,CLASP1,9.86,23.73,1.2670525488160367,1.584962500721156,11,22,++ sites
chr2,122168441,122216551,-,1,2,CLASP1,9.86,23.73,1.2670525488160367,1,12,18,++ sites
chr2,122182714,122220181,-,1,2,CLASP1,9.86,23.73,1.2670525488160367,1,18,27,+++ sites
chr2,122184979,122216551,-,1,2,CLASP1,9.86,23.73,1.2670525488160367,1,10,15,++ sites
chr2,122204912,122216551,-,1,2,CLASP1,9.86,23.73,1.2670525488160367,1,10,15,++ sites
chr2,122206528,122217701,-,1,2,CLASP1,9.86,23.73,1.2670525488160367,1,16,24,++ sites
chr2,122260742,122287901,-,1,10,CLASP1,9.86,23.73,1.2670525488160367,3.321928094887362,12,66,+++ sites
chr2,122283420,122285466,-,1,2,CLASP1,9.86,23.73,1.2670525488160367,1,4,6,+ sites
chr2,122363276,122363756,-,8,22,CLASP1,9.86,23.73,1.2670525488160367,1.4594316186372973,11,165,+++ sites
chr2,122514815,122519100,+,1,3,TSN,53.27,32.06,-0.7325488554066015,1.584962500721156,2,4,- sites
chr2,122514815,122520660,+,1,3,TSN,53.27,32.06,-0.7325488554066015,1.584962500721156,3,6,+ sites
chr2,128520635,128528578,-,1,2,WDR33,8.3,7.23,-0.19911568928316928,1,7,10.5,+ sites
chr2,128750760,128754065,-,1,8,SAP130,12.73,9.3,-0.4529297979059642,3,1,4.5,- sites
chr2,128767842,128772488,-,1,2,SAP130,12.73,9.3,-0.4529297979059642,1,8,12,++ sites
chr2,128855002,128880820,+,1,2,UGGT1,18.13,13.88,-0.38537135716589693,1,1,1.5,- sites
chr2,128922303,128928858,+,1,7,UGGT1,18.13,13.88,-0.38537135716589693,2.807354922057604,1,4,- sites
chr2,131829427,131840230,-,1,2,FAM168B,21.76,44.12,1.019754234341043,1,4,6,+ sites
chr2,131890474,131897848,+,1,2,PLEKHB2,29.64,28.28,-0.06776332749643497,1,1,1.5,- sites
chr2,135075099,135119979,+,1,2,MGAT5,10.55,18.48,0.80872175782151,1,1,1.5,- sites
chr2,135694410,135696632,+,1,4,CCNT2,10.59,26,1.2958090339234805,2,4,10,+ sites
chr2,135694410,135705469,+,1,2,CCNT2,10.59,26,1.2958090339234805,1,5,7.5,+ sites
