Chromosome,Start,End,Strand,H9_JReads,geneName,H9_RPKM,log2FoldChange_mRNA,log2FoldChange_circ,Total_Sites_Per_circ,Effective_sites,quartile
chr2,32768307,32770927,+,1,BIRC6,14.28,0.13124453327825272,1,3,3,- sites
chr2,32800222,32819127,+,1,BIRC6,14.28,0.13124453327825272,1.584962500721156,1,1,- sites
chr2,32820100,32836649,+,1,BIRC6,14.28,0.13124453327825272,1.584962500721156,16,16,+++ sites
chr2,32832521,32836649,+,1,BIRC6,14.28,0.13124453327825272,2.321928094887362,6,6,+ sites
chr2,36623756,36669878,+,8,CRIM1,8.98,-0.29684403878870963,0.5849625007211562,12,96,+++ sites
chr2,36668400,36669878,+,1,CRIM1,8.98,-0.29684403878870963,1.584962500721156,7,7,++ sites
chr2,37105033,37121176,-,2,STRN,20.46,-1.0531465933674173,0,1,2,- sites
chr2,37227728,37247979,-,1,HEATR5B,5.21,1.0328521604806675,1,5,5,+ sites
chr2,37267471,37284623,-,1,HEATR5B,5.21,1.0328521604806675,1.584962500721156,4,4,+ sites
chr2,37447527,37456179,-,1,CEBPZ,142.42,-2.852420300955837,1,26,26,+++ sites
chr2,37487365,37507072,-,1,PRKD3,24.47,-0.5503023680182016,1,9,9,++ sites
chr2,37496757,37520414,-,1,PRKD3,24.47,-0.5503023680182016,1,13,13,++ sites
chr2,37501563,37507072,-,1,PRKD3,24.47,-0.5503023680182016,1,8,8,++ sites
chr2,38536520,38546161,-,1,ATL2,34.95,-0.7549649020422871,1.584962500721156,6,6,+ sites
chr2,38545676,38546161,-,1,ATL2,34.95,-0.7549649020422871,1,1,1,- sites
chr2,38804602,38811068,-,1,HNRPLL,0,0,1,4,4,+ sites
chr2,38812785,38818790,-,3,HNRPLL,0,0,0.41503749927884376,2,6,+ sites
chr2,39233552,39237844,-,1,SOS1,10.84,0.8515416135983621,1,5,5,+ sites
chr2,39283842,39285945,-,1,SOS1,10.84,0.8515416135983621,1,7,7,++ sites
chr2,39485488,39494388,-,1,MAP4K3,32.09,-0.5630996864774461,1,10,10,++ sites
chr2,39485488,39514105,-,1,MAP4K3,32.09,-0.5630996864774461,1,10,10,++ sites
chr2,39552658,39553418,-,1,MAP4K3,32.09,-0.5630996864774461,1,1,1,- sites
chr2,39971509,39995641,-,1,THUMPD2,10.16,-0.7079139166415636,1,1,1,- sites
chr2,40366540,40392124,-,1,SLC8A1,1.04,3.628235209186855,1.584962500721156,6,6,+ sites
chr2,40366540,40405633,-,1,SLC8A1,1.04,3.628235209186855,2.807354922057604,6,6,+ sites
chr2,40655612,40657444,-,3,SLC8A1,1.04,3.628235209186855,5.169925001442312,4,12,++ sites
chr2,40655612,40673788,-,1,SLC8A1,1.04,3.628235209186855,1.584962500721156,4,4,+ sites
chr2,42543101,42544664,+,3,EML4,43.53,-0.9610898319447108,0,1,3,- sites
chr2,42806246,42887002,+,1,MTA3,79.28,-2.066282551482783,1,4,4,+ sites
chr2,42836597,42836724,+,1,MTA3,79.28,-2.066282551482783,1,1,1,- sites
chr2,42867312,42909729,+,1,MTA3,79.28,-2.066282551482783,1,3,3,- sites
chr2,42909540,42950175,+,1,MTA3,79.28,-2.066282551482783,1,14,14,++ sites
chr2,42922904,42950175,+,1,MTA3,79.28,-2.066282551482783,1.584962500721156,14,14,++ sites
chr2,42931336,42946214,+,1,MTA3,79.28,-2.066282551482783,1,12,12,++ sites
chr2,42946127,42950175,+,1,MTA3,79.28,-2.066282551482783,2.584962500721156,2,2,- sites
chr2,44126357,44209573,-,1,LRPPRC,84.12,-1.3124408632376225,1,53,53,+++ sites
chr2,44139570,44153100,-,1,LRPPRC,84.12,-1.3124408632376225,2,10,10,++ sites
chr2,44190726,44200853,-,1,LRPPRC,84.12,-1.3124408632376225,1.584962500721156,1,1,- sites
chr2,44428324,44436466,+,1,PPM1B,58,-1.6928730099830354,2.321928094887362,28,28,+++ sites
chr2,44428324,44445676,+,2,PPM1B,58,-1.6928730099830354,0.5849625007211562,30,60,+++ sites
chr2,44436348,44445676,+,5,PPM1B,58,-1.6928730099830354,0.2630344058337938,12,60,+++ sites
chr2,47690169,47708010,+,1,MSH2,126.14,-1.346032197978712,1,13,13,++ sites
chr2,48030558,48032846,+,1,MSH6,109.33,-0.9270554676771364,1,10,10,++ sites
chr2,48035467,48061850,-,1,FBXO11,21.96,1.1439988057589991,1,5,5,+ sites
chr2,48049356,48050499,-,1,FBXO11,21.96,1.1439988057589991,3.169925001442312,2,2,- sites
chr2,48049356,48062010,-,1,FBXO11,21.96,1.1439988057589991,1.584962500721156,4,4,+ sites
chr2,48059487,48062010,-,1,FBXO11,21.96,1.1439988057589991,1,2,2,- sites
chr2,48060102,48061850,-,1,FBXO11,21.96,1.1439988057589991,1.584962500721156,1,1,- sites
chr2,48065997,48066908,-,1,FBXO11,21.96,1.1439988057589991,2.584962500721156,1,1,- sites
chr2,48555699,48586286,+,1,FOXN2,6.49,0.045942617345996396,1,6,6,+ sites
chr2,48555699,48600499,+,1,FOXN2,6.49,0.045942617345996396,1,13,13,++ sites
chr2,48573339,48573890,+,1,FOXN2,6.49,0.045942617345996396,1.584962500721156,6,6,+ sites
chr2,48573339,48589846,+,2,FOXN2,6.49,0.045942617345996396,0.5849625007211562,6,12,++ sites
chr2,48701821,48718309,+,1,PPP1R21,0,0,2,4,4,+ sites
chr2,48725631,48738607,+,1,PPP1R21,0,0,1.584962500721156,4,4,+ sites
chr2,53921020,53956707,-,1,ASB3,9.89,0.23504863214917304,1,10,10,++ sites
chr2,53921020,53978078,-,2,ASB3,9.89,0.23504863214917304,0,10,20,+++ sites
chr2,53921020,53992722,-,1,ASB3,9.89,0.23504863214917304,1.584962500721156,10,10,++ sites
chr2,53927407,53978078,-,1,ASB3,9.89,0.23504863214917304,1,10,10,++ sites
chr2,53927407,53992722,-,1,ASB3,9.89,0.23504863214917304,1,10,10,++ sites
chr2,53941520,53943880,-,1,ASB3,9.89,0.23504863214917304,1,5,5,+ sites
chr2,54093221,54176420,-,1,PSME4,51.03,-1.5580739872243718,1,69,69,+++ sites
chr2,54101475,54112912,-,1,PSME4,51.03,-1.5580739872243718,1,14,14,++ sites
chr2,54101475,54155440,-,1,PSME4,51.03,-1.5580739872243718,1,48,48,+++ sites
chr2,54122143,54128696,-,1,PSME4,51.03,-1.5580739872243718,1.584962500721156,1,1,- sites
chr2,54175557,54176420,-,2,PSME4,51.03,-1.5580739872243718,0.5849625007211562,2,4,+ sites
chr2,55209650,55214834,-,22,RTN4,76.49,0.6547319695305016,1.0641303374197155,15,330,+++ sites
chr2,55209650,55255356,-,1,RTN4,76.49,0.6547319695305016,1,25,25,+++ sites
chr2,55252221,55254621,-,1,RTN4,76.49,0.6547319695305016,2.321928094887362,9,9,++ sites
chr2,55252221,55255356,-,17,RTN4,76.49,0.6547319695305016,3.4823927670806083,10,170,+++ sites
chr2,55476530,55495875,-,1,MTIF2,28.15,-1.6874297374669933,1,6,6,+ sites
chr2,55559701,55563954,-,1,CCDC88A,30.19,0.7707817832096652,1,1,1,- sites
chr2,55570783,55591169,-,1,CCDC88A,30.19,0.7707817832096652,1.584962500721156,1,1,- sites
chr2,55570783,55616022,-,1,CCDC88A,30.19,0.7707817832096652,1,1,1,- sites
chr2,55785910,55816092,-,1,SMEK2,22.78,0.5908613788495428,1,11,11,++ sites
chr2,55785910,55842642,-,1,SMEK2,22.78,0.5908613788495428,1,13,13,++ sites
chr2,55791448,55800913,-,1,SMEK2,22.78,0.5908613788495428,1,3,3,- sites
chr2,55825551,55831212,-,1,SMEK2,22.78,0.5908613788495428,2,2,2,- sites
chr2,55882034,55889161,-,1,PNPT1,21.55,-1.1969552074114609,1,3,3,- sites
chr2,58425713,58459247,-,1,FANCL,48.69,-0.605553595494403,1.584962500721156,9,9,++ sites
chr2,58425728,58459247,-,5,FANCL,48.69,-0.605553595494403,1.6780719051126378,9,45,+++ sites
chr2,58449076,58457009,-,1,FANCL,48.69,-0.605553595494403,1,9,9,++ sites
chr2,58449076,58459247,-,9,FANCL,48.69,-0.605553595494403,1.6880559936852597,9,81,+++ sites
chr2,61258553,61259248,+,4,PEX13,6.15,0.383015826228318,1.584962500721156,30,120,+++ sites
chr2,61315293,61315603,+,1,KIAA1841,3.36,1.51156442295742,1,3,3,- sites
chr2,61430274,61441829,-,1,USP34,28.31,0.042184134182111595,1.584962500721156,34,34,+++ sites
chr2,61433151,61441829,-,1,USP34,28.31,0.042184134182111595,1,24,24,+++ sites
chr2,61447444,61450431,-,1,USP34,28.31,0.042184134182111595,2.584962500721156,2,2,- sites
chr2,61450194,61508377,-,1,USP34,28.31,0.042184134182111595,1,18,18,+++ sites
chr2,61454201,61505420,-,1,USP34,28.31,0.042184134182111595,1,16,16,+++ sites
chr2,61484338,61647968,-,1,USP34,28.31,0.042184134182111595,1,52,52,+++ sites
chr2,61505299,61508377,-,1,USP34,28.31,0.042184134182111595,2,1,1,- sites
chr2,61505299,61520685,-,1,USP34,28.31,0.042184134182111595,1,1,1,- sites
chr2,61512009,61522425,-,1,USP34,28.31,0.042184134182111595,2.807354922057604,1,1,- sites
chr2,61520598,61522425,-,1,USP34,28.31,0.042184134182111595,1,1,1,- sites
chr2,61538674,61577828,-,1,USP34,28.31,0.042184134182111595,2,16,16,+++ sites
chr2,61552509,61561106,-,1,USP34,28.31,0.042184134182111595,2,2,2,- sites
chr2,61552509,61577828,-,1,USP34,28.31,0.042184134182111595,1.584962500721156,5,5,+ sites
chr2,61552509,61622368,-,1,USP34,28.31,0.042184134182111595,1,18,18,+++ sites
chr2,61566485,61577828,-,1,USP34,28.31,0.042184134182111595,1.584962500721156,3,3,- sites
chr2,61570949,61577828,-,1,USP34,28.31,0.042184134182111595,2.321928094887362,3,3,- sites
chr2,61597455,61597714,-,3,USP34,28.31,0.042184134182111595,-0.5849625007211563,1,3,- sites
chr2,61597455,61622368,-,1,USP34,28.31,0.042184134182111595,2.321928094887362,13,13,++ sites
chr2,61621987,61633263,-,1,USP34,28.31,0.042184134182111595,1,18,18,+++ sites
chr2,61708319,61717911,-,1,XPO1,225.55,-0.6607652827177188,1,9,9,++ sites
chr2,61708319,61761038,-,1,XPO1,225.55,-0.6607652827177188,1,48,48,+++ sites
chr2,61709514,61717911,-,5,XPO1,225.55,-0.6607652827177188,1,9,45,+++ sites
chr2,61709514,61726048,-,1,XPO1,225.55,-0.6607652827177188,1,30,30,+++ sites
chr2,61709514,61761038,-,1,XPO1,225.55,-0.6607652827177188,2,48,48,+++ sites
chr2,61710091,61717911,-,4,XPO1,225.55,-0.6607652827177188,1,9,36,+++ sites
chr2,61710091,61720188,-,4,XPO1,225.55,-0.6607652827177188,0.8073549220576041,14,56,+++ sites
chr2,61712902,61717911,-,9,XPO1,225.55,-0.6607652827177188,0,8,72,+++ sites
chr2,61712902,61720188,-,1,XPO1,225.55,-0.6607652827177188,1,13,13,++ sites
chr2,61712902,61753656,-,1,XPO1,225.55,-0.6607652827177188,1,46,46,+++ sites
chr2,61712902,61761038,-,1,XPO1,225.55,-0.6607652827177188,1,47,47,+++ sites
chr2,61715299,61717911,-,2,XPO1,225.55,-0.6607652827177188,0,3,6,+ sites
chr2,61715299,61761038,-,1,XPO1,225.55,-0.6607652827177188,1,42,42,+++ sites
chr2,61717776,61720188,-,1,XPO1,225.55,-0.6607652827177188,1,5,5,+ sites
chr2,61717776,61761038,-,2,XPO1,225.55,-0.6607652827177188,0.5849625007211562,39,78,+++ sites
chr2,61719169,61722748,-,3,XPO1,225.55,-0.6607652827177188,1.222392421336448,10,30,+++ sites
chr2,61719169,61724142,-,1,XPO1,225.55,-0.6607652827177188,2,16,16,+++ sites
chr2,61721028,61722748,-,2,XPO1,225.55,-0.6607652827177188,2,5,10,++ sites
chr2,61721028,61724142,-,1,XPO1,225.55,-0.6607652827177188,1,11,11,++ sites
chr2,61721028,61729445,-,1,XPO1,225.55,-0.6607652827177188,1,16,16,+++ sites
chr2,61722589,61753656,-,1,XPO1,225.55,-0.6607652827177188,1,32,32,+++ sites
chr2,61725807,61761038,-,2,XPO1,225.55,-0.6607652827177188,0.5849625007211562,23,46,+++ sites
chr2,61726847,61753656,-,1,XPO1,225.55,-0.6607652827177188,1,17,17,+++ sites
chr2,61729383,61761038,-,1,XPO1,225.55,-0.6607652827177188,1,18,18,+++ sites
chr2,61749745,61753656,-,10,XPO1,225.55,-0.6607652827177188,2.9068905956085187,17,170,+++ sites
chr2,61749745,61761038,-,24,XPO1,225.55,-0.6607652827177188,1.34577483684173,18,432,+++ sites
chr2,62099216,62110683,-,2,CCT4,240.67,-1.3736164408625695,1.3219280948873624,16,32,+++ sites
chr2,62100136,62107529,-,1,CCT4,240.67,-1.3736164408625695,1,10,10,++ sites
chr2,62100136,62110683,-,3,CCT4,240.67,-1.3736164408625695,0.7369655941662062,12,36,+++ sites
chr2,62100136,62112207,-,1,CCT4,240.67,-1.3736164408625695,1,13,13,++ sites
chr2,62103229,62110683,-,1,CCT4,240.67,-1.3736164408625695,2.321928094887362,12,12,++ sites
chr2,62227835,62228117,+,1,COMMD1,18.5,-0.6125182232417177,1.584962500721156,1,1,- sites
chr2,63058153,63182795,+,1,EHBP1,15.1,0.38803439737223655,1,10,10,++ sites
chr2,63170936,63176297,+,1,EHBP1,15.1,0.38803439737223655,2,3,3,- sites
chr2,63711737,63798760,-,2,WDPCP,3.91,-0.7718210092104084,0.5849625007211562,15,30,+++ sites
chr2,64083439,64085070,+,25,UGP2,379.64,-3.3830180507174794,-0.8365012677171204,3,75,+++ sites
chr2,64139478,64148469,-,1,VPS54,11.85,0.3525249284311157,1,9,9,++ sites
chr2,64778576,64780543,+,1,AFTPH,7.5,0.6440100690390046,2,48,48,+++ sites
chr2,64778576,64800202,+,1,AFTPH,7.5,0.6440100690390046,1,76,76,+++ sites
chr2,65316072,65318212,-,1,RAB1A,60.63,0.057150837689618636,1,3,3,- sites
chr2,65318116,65331940,-,1,RAB1A,60.63,0.057150837689618636,2,4,4,+ sites
chr2,65473657,65492309,+,1,ACTR2,104.03,-0.051527779175504364,1,17,17,+++ sites
chr2,68717321,68740812,+,1,APLF,2.07,-0.8605969433345836,2,3,3,- sites
chr2,68717321,68753374,+,1,APLF,2.07,-0.8605969433345836,3,3,3,- sites
chr2,68717321,68765359,+,2,APLF,2.07,-0.8605969433345836,1,3,6,+ sites
chr2,68717321,68772444,+,4,APLF,2.07,-0.8605969433345836,2.9068905956085187,3,12,++ sites
chr2,68729862,68753374,+,1,APLF,2.07,-0.8605969433345836,1,3,3,- sites
chr2,69297778,69304620,+,2,ANTXR1,10.18,0.8571010943536428,1,10,20,+++ sites
chr2,69565029,69573131,-,1,GFPT1,32.41,-0.6509960498945861,2,3,3,- sites
chr2,69575302,69577315,-,1,GFPT1,32.41,-0.6509960498945861,1,2,2,- sites
chr2,69581620,69590802,-,1,GFPT1,32.41,-0.6509960498945861,2,7,7,++ sites
chr2,69590676,69601245,-,1,GFPT1,32.41,-0.6509960498945861,1,2,2,- sites
chr2,69757139,69759294,-,1,AAK1,1.93,1.7890859139165047,1.584962500721156,1,1,- sites
chr2,69757139,69771676,-,1,AAK1,1.93,1.7890859139165047,1,2,2,- sites
chr2,70215873,70312756,-,1,PCBP1-AS1,0,0,1,1,1,- sites
chr2,70223817,70312756,-,1,PCBP1-AS1,0,0,1,1,1,- sites
chr2,70259264,70312756,-,1,PCBP1-AS1,0,0,1,1,1,- sites
chr2,70278334,70312756,-,1,PCBP1-AS1,0,0,1,1,1,- sites
chr2,70441480,70463307,-,1,TIA1,34.96,1.411680651541534,1,9,9,++ sites
chr2,70443339,70457986,-,1,TIA1,34.96,1.411680651541534,1,7,7,++ sites
chr2,70451685,70457986,-,1,TIA1,34.96,1.411680651541534,3.321928094887362,3,3,- sites
chr2,70451685,70463307,-,1,TIA1,34.96,1.411680651541534,1.584962500721156,3,3,- sites
chr2,72692288,72727101,-,1,EXOC6B,13.79,-0.23096170006161823,1,6,6,+ sites
chr2,72719446,72727101,-,1,EXOC6B,13.79,-0.23096170006161823,1,3,3,- sites
chr2,72786581,72960247,-,1,EXOC6B,13.79,-0.23096170006161823,1,1,1,- sites
chr2,72945231,72958181,-,1,EXOC6B,13.79,-0.23096170006161823,1,1,1,- sites
chr2,72945231,72960247,-,25,EXOC6B,13.79,-0.23096170006161823,2.137503523749935,1,25,+++ sites
chr2,73651557,73830431,+,1,ALMS1,11.68,-0.13725650807586373,1,31,31,+++ sites
chr2,73659325,73682422,+,1,ALMS1,11.68,-0.13725650807586373,3.9068905956085187,17,17,+++ sites
chr2,73659325,73718625,+,1,ALMS1,11.68,-0.13725650807586373,2.584962500721156,19,19,+++ sites
chr2,73675089,73682422,+,1,ALMS1,11.68,-0.13725650807586373,1.584962500721156,17,17,+++ sites
chr2,73761950,73800551,+,1,ALMS1,11.68,-0.13725650807586373,2.584962500721156,5,5,+ sites
chr2,73784346,73830431,+,1,ALMS1,11.68,-0.13725650807586373,1,7,7,++ sites
chr2,73799388,73800551,+,1,ALMS1,11.68,-0.13725650807586373,1,5,5,+ sites
chr2,74273404,74275538,+,1,TET3,3.23,1.684200373663956,1,36,36,+++ sites
chr2,74307624,74317174,+,1,TET3,3.23,1.684200373663956,1,2,2,- sites
chr2,74386217,74386381,-,1,MOB1A,0,0,1,34,34,+++ sites
chr2,74392344,74399879,-,1,MOB1A,0,0,2.321928094887362,5,5,+ sites
chr2,74394140,74399879,-,2,MOB1A,0,0,0.5849625007211562,5,10,++ sites
chr2,74717370,74717866,+,1,TTC31,6.19,-0.6480867561497994,1,2,2,- sites
chr2,85255011,85276771,+,1,KCMF1,17.54,-1.1635645351536923,1,11,11,++ sites
chr2,85262138,85276771,+,1,KCMF1,17.54,-1.1635645351536923,1,11,11,++ sites
chr2,85270686,85273401,+,3,KCMF1,17.54,-1.1635645351536923,-0.5849625007211563,11,33,+++ sites
chr2,85270686,85276771,+,1,KCMF1,17.54,-1.1635645351536923,2.584962500721156,11,11,++ sites
chr2,85768205,85769095,+,1,MAT2A,177.53,-0.2229478381059216,1,12,12,++ sites
chr2,85857843,85872206,+,1,USP39,42.52,-0.7107401660832237,1,1,1,- sites
chr2,86088303,86090608,-,1,ST3GAL5,1.15,3.2246308935324475,2,4,4,+ sites
chr2,86292396,86310291,-,1,POLR1A,7.35,-0.4936944431538423,1.584962500721156,8,8,++ sites
chr2,86348601,86355114,+,1,PTCD3,32,-1.0825682446098956,1,2,2,- sites
chr2,86378419,86386794,-,1,IMMT,59.04,-0.6851266626465881,1,7,7,++ sites
chr2,86378419,86398435,-,1,IMMT,59.04,-0.6851266626465881,1,14,14,++ sites
chr2,86683927,86711281,+,1,KDM3A,8.82,1.8152779966296069,1,5,5,+ sites
chr2,86691175,86697531,+,1,KDM3A,8.82,1.8152779966296069,1,1,1,- sites
chr2,86997145,86998835,+,1,RMND5A,25.04,-0.5053840013750978,1,6,6,+ sites
chr2,96860695,96861287,-,1,STARD7,81.36,-0.6934744895719975,1.584962500721156,2,2,- sites
chr2,97017568,97017758,+,1,NCAPH,13.75,-0.650428843698211,1,4,4,+ sites
chr2,99786012,99787892,-,3,MITD1,30.48,-0.9598577230207417,1.7369655941662063,1,3,- sites
chr2,99802639,99812219,+,3,C2orf15,26.09,-0.5935590751751704,-0.5849625007211563,4,12,++ sites
chr2,100022371,100038115,-,1,REV1,14.81,0.040344301198444524,1,3,3,- sites
chr2,100029192,100052403,-,1,REV1,14.81,0.040344301198444524,2.807354922057604,7,7,++ sites
chr2,100040613,100052403,-,1,REV1,14.81,0.040344301198444524,1,6,6,+ sites
chr2,100046301,100052403,-,3,REV1,14.81,0.040344301198444524,0.41503749927884376,6,18,+++ sites
chr2,100050793,100081447,-,1,REV1,14.81,0.040344301198444524,1,32,32,+++ sites
chr2,100055062,100081447,-,1,REV1,14.81,0.040344301198444524,1,26,26,+++ sites
chr2,100065797,100081447,-,1,REV1,14.81,0.040344301198444524,2.321928094887362,7,7,++ sites
chr2,100078957,100081447,-,11,REV1,14.81,0.040344301198444524,1.584962500721156,7,77,+++ sites
chr2,100368682,100625394,-,1,AFF3,0.25,3.944858445807539,1,5,5,+ sites
chr2,100623093,100625394,-,1,AFF3,0.25,3.944858445807539,1,5,5,+ sites
chr2,100623093,100628033,-,1,AFF3,0.25,3.944858445807539,2,5,5,+ sites
chr2,101874252,101879153,+,1,C2orf29,0,0,1.584962500721156,8,8,++ sites
chr2,101879000,101885598,+,1,C2orf29,0,0,1,13,13,++ sites
chr2,101898320,101911643,-,3,RNF149,6.02,0.2278597705264538,0.7369655941662062,10,30,+++ sites
chr2,102440389,102441891,+,1,MAP4K4,43.3,0.5324868539906833,1,2,2,- sites
chr2,102503549,102505397,+,1,MAP4K4,43.3,0.5324868539906833,1.584962500721156,8,8,++ sites
chr2,109067483,109092306,+,1,RANBP2,17.09,-1.1095800615965297,1,54,54,+++ sites
chr2,109067483,109092306,+,1,TCONS_00004374,17.09,-1.1095800615965297,1,3,3,- sites
chr2,109288780,109289485,+,1,LIMS1,12.64,-0.6653448341866314,1,4,4,+ sites
chr2,109356944,109368450,+,1,EDAR,34,-0.7476128383657147,1,1,1,- sites
chr2,109356944,109368450,+,1,LIMS1,34,-0.7476128383657147,1,23,23,+++ sites
chr2,109405307,109411177,+,1,SH3RF3,15.38,-0.4524134677409004,1.584962500721156,6,6,+ sites
chr2,109405307,109432561,+,3,LIMS1,15.38,-0.4524134677409004,0.7369655941662062,1,3,- sites
chr2,109405307,109432561,+,3,RANBP2,15.38,-0.4524134677409004,0.7369655941662062,3,9,++ sites
chr2,109405307,109432561,+,3,SH3RF3,15.38,-0.4524134677409004,0.7369655941662062,21,63,+++ sites
chr2,109408130,109421464,+,1,RANBP2,15.38,-0.4524134677409004,1.584962500721156,1,1,- sites
chr2,109408130,109421464,+,1,SH3RF3,15.38,-0.4524134677409004,1.584962500721156,8,8,++ sites
chr2,109408130,109429383,+,1,RANBP2,15.38,-0.4524134677409004,1,1,1,- sites
chr2,109408130,109429383,+,1,SH3RF3,15.38,-0.4524134677409004,1,14,14,++ sites
chr2,109408130,109432561,+,1,LIMS1,15.38,-0.4524134677409004,1.584962500721156,1,1,- sites
chr2,109408130,109432561,+,1,RANBP2,15.38,-0.4524134677409004,1.584962500721156,3,3,- sites
chr2,109408130,109432561,+,1,SH3RF3,15.38,-0.4524134677409004,1.584962500721156,17,17,+++ sites
chr2,109408130,109473426,+,1,EDAR,15.38,-0.4524134677409004,2,1,1,- sites
chr2,109408130,109473426,+,1,LIMS1,15.38,-0.4524134677409004,2,8,8,++ sites
chr2,109408130,109473426,+,1,RANBP2,15.38,-0.4524134677409004,2,9,9,++ sites
chr2,109408130,109473426,+,1,SH3RF3,15.38,-0.4524134677409004,2,88,88,+++ sites
chr2,109455640,109463386,+,2,SH3RF3,15.38,-0.4524134677409004,0.5849625007211562,1,2,- sites
chr2,109455640,109473426,+,1,LIMS1,15.38,-0.4524134677409004,2.584962500721156,1,1,- sites
chr2,109455640,109473426,+,1,RANBP2,15.38,-0.4524134677409004,2.584962500721156,5,5,+ sites
chr2,109455640,109473426,+,1,SH3RF3,15.38,-0.4524134677409004,2.584962500721156,43,43,+++ sites
chr2,109455640,109490045,+,1,LIMS1,15.38,-0.4524134677409004,1,11,11,++ sites
chr2,109455640,109490045,+,1,RANBP2,15.38,-0.4524134677409004,1,6,6,+ sites
chr2,109455640,109490045,+,1,SH3RF3,15.38,-0.4524134677409004,1,74,74,+++ sites
chr2,110310663,110325553,-,1,EDAR,0,0,1,27,27,+++ sites
chr2,110321942,110343415,-,1,EDAR,0,0,1,34,34,+++ sites
chr2,110321942,110350696,-,4,EDAR,0,0,0,34,136,+++ sites
chr2,110321942,110350696,-,4,LIMS1,0,0,0,1,4,+ sites
chr2,110325391,110332344,-,1,EDAR,0,0,1,16,16,+++ sites
chr2,110332157,110350696,-,2,EDAR,0,0,0,9,18,+++ sites
chr2,110332157,110350696,-,2,LIMS1,0,0,0,1,2,- sites
chr2,110342702,110343415,-,1,EDAR,0,0,1,4,4,+ sites
chr2,110342702,110350696,-,2,EDAR,0,0,0,4,8,++ sites
chr2,110342702,110350696,-,2,LIMS1,0,0,0,1,2,- sites
chr2,111212427,111213132,-,1,LIMS3-LOC440895,0.77,-0.6818240399737452,1,3,3,- sites
chr2,111423839,111427130,-,1,RGPD6,70.93,-1.3881030960135745,1,8,8,++ sites
chr2,111423839,111431942,-,1,RGPD6,70.93,-1.3881030960135745,1.584962500721156,20,20,+++ sites
chr2,112582542,112636548,-,1,RGPD6,34.06,-1.8405611888179791,1,98,98,+++ sites
chr2,112592180,112596089,-,1,RGPD6,34.06,-1.8405611888179791,1,13,13,++ sites
chr2,112604714,112605442,-,1,RGPD6,34.06,-1.8405611888179791,1,1,1,- sites
chr2,113243493,113251952,+,1,TTL,17.71,-0.006531737431732704,1,1,1,- sites
chr2,113258782,113260758,+,1,TTL,17.71,-0.006531737431732704,2.584962500721156,12,12,++ sites
chr2,113260488,113260758,+,1,TTL,17.71,-0.006531737431732704,1,8,8,++ sites
chr2,114486977,114493435,-,1,SLC35F5,10.43,0.5752473458879442,1,18,18,+++ sites
chr2,114674460,114709422,+,1,ACTR3,85.37,-0.06586740391712831,1,15,15,+++ sites
chr2,114688877,114699936,+,1,ACTR3,85.37,-0.06586740391712831,1,9,9,++ sites
chr2,120684173,120725548,+,1,PTPN4,13.48,-0.8907932272622643,1,2,2,- sites
chr2,120709548,120725548,+,1,PTPN4,13.48,-0.8907932272622643,1,2,2,- sites
chr2,122154715,122168545,-,1,CLASP1,9.86,1.2670525488160367,1.584962500721156,11,11,++ sites
chr2,122168441,122216551,-,1,CLASP1,9.86,1.2670525488160367,1,12,12,++ sites
chr2,122182714,122220181,-,1,CLASP1,9.86,1.2670525488160367,1,18,18,+++ sites
chr2,122184979,122216551,-,1,CLASP1,9.86,1.2670525488160367,1,10,10,++ sites
chr2,122204912,122216551,-,1,CLASP1,9.86,1.2670525488160367,1,10,10,++ sites
chr2,122206528,122217701,-,1,CLASP1,9.86,1.2670525488160367,1,16,16,+++ sites
chr2,122260742,122287901,-,1,CLASP1,9.86,1.2670525488160367,3.321928094887362,12,12,++ sites
chr2,122283420,122285466,-,1,CLASP1,9.86,1.2670525488160367,1,4,4,+ sites
chr2,122363276,122363756,-,8,CLASP1,9.86,1.2670525488160367,1.4594316186372973,11,88,+++ sites
chr2,122514815,122519100,+,1,TSN,53.27,-0.7325488554066015,1.584962500721156,2,2,- sites
chr2,122514815,122520660,+,1,TSN,53.27,-0.7325488554066015,1.584962500721156,3,3,- sites
chr2,128520635,128528578,-,1,WDR33,8.3,-0.19911568928316928,1,7,7,++ sites
chr2,128750760,128754065,-,1,SAP130,12.73,-0.4529297979059642,3,1,1,- sites
chr2,128767842,128772488,-,1,SAP130,12.73,-0.4529297979059642,1,8,8,++ sites
chr2,128855002,128880820,+,1,UGGT1,18.13,-0.38537135716589693,1,1,1,- sites
chr2,128922303,128928858,+,1,UGGT1,18.13,-0.38537135716589693,2.807354922057604,1,1,- sites
chr2,131829427,131840230,-,1,FAM168B,21.76,1.019754234341043,1,4,4,+ sites
chr2,131890474,131897848,+,1,PLEKHB2,29.64,-0.06776332749643497,1,1,1,- sites
chr2,135075099,135119979,+,1,MGAT5,10.55,0.80872175782151,1,1,1,- sites
chr2,135694410,135696632,+,1,CCNT2,10.59,1.2958090339234805,2,4,4,+ sites
chr2,135694410,135705469,+,1,CCNT2,10.59,1.2958090339234805,1,5,5,+ sites
chr2,135848567,135851263,+,5,RAB3GAP1,19.77,-0.30433956321295086,1.6780719051126378,1,5,+ sites
chr2,136360069,136362586,+,3,R3HDM1,20.68,0.1739501216692644,1.584962500721156,2,6,+ sites
